Total_Spending,Total_Purchase_Num,Discount_Dependency,Income,Age,Education,Marital_Merged_Couples,Marital_Merged_Single_Household,Total_Household_Size,Campaign_Response_Rate,Response,Complain,Loyalty_Months,Recency,NumWebVisitsMonth,Cluster
41,5,0.4,27116.0,63,2,1,0,4,0.0,0,0,134,78,7,2
577,15,0.3333333333333333,36550.0,46,1,1,0,3,0.0,0,0,147,74,9,3
61,5,0.2,30023.0,52,2,1,0,3,0.0,0,0,133,28,8,3
397,13,0.3076923076923077,44124.0,78,4,1,0,3,0.0,0,0,144,62,8,2
653,18,0.4444444444444444,63777.0,45,2,1,0,4,0.0,0,0,145,87,8,2
312,12,0.0833333333333333,62994.0,44,2,1,0,3,0.0,0,0,134,74,6,0
1178,17,0.6470588235294118,62845.0,75,3,1,0,4,0.2,0,0,151,3,8,2
467,13,0.6153846153846154,37150.0,53,2,1,0,3,0.0,0,0,152,80,7,2
415,14,0.5714285714285714,53201.0,49,2,0,1,3,0.0,0,0,147,49,7,2
101,6,0.3333333333333333,27244.0,45,2,1,0,3,0.0,0,0,134,84,7,3
1260,25,0.16,55914.0,49,2,1,0,3,0.0,0,0,144,32,7,1
78,6,0.5,28587.0,46,2,1,0,3,0.0,0,0,135,42,6,3
433,13,0.3076923076923077,51651.0,64,2,1,0,3,0.0,0,0,150,32,8,2
1043,23,0.217391304347826,71391.0,68,2,1,0,3,0.0,0,0,145,50,3,1
480,15,0.5333333333333333,53593.0,71,4,1,0,4,0.0,0,0,153,60,8,2
692,19,0.1052631578947368,56046.0,59,2,1,0,2,0.2,1,0,148,9,8,1
42,4,0.25,26095.0,34,2,0,1,2,0.0,0,0,142,77,7,3
77,6,0.6666666666666666,26290.0,52,2,1,0,4,0.0,0,0,148,49,6,2
727,20,0.3,44511.0,54,3,1,0,3,0.0,0,0,151,39,8,1
119,7,0.5714285714285714,7500.0,32,0,0,1,2,0.0,0,0,149,63,9,3
976,24,0.125,67911.0,75,4,1,0,3,0.0,0,0,131,63,3,0
496,16,0.125,57091.0,52,4,1,0,3,0.2,1,0,149,82,7,1
1727,15,0.0666666666666666,70503.0,71,2,1,0,2,0.4,0,0,151,73,6,4
64,5,0.4,41021.0,55,3,1,0,3,0.0,1,0,148,12,6,2
47,5,0.4,39722.0,71,2,1,0,3,0.0,0,0,134,92,5,2
1286,18,0.2222222222222222,66303.0,53,2,1,0,3,0.2,0,0,146,56,8,1
22,3,0.3333333333333333,26816.0,38,2,0,1,1,0.0,0,0,153,50,4,3
170,8,0.125,45503.0,49,4,1,0,3,0.0,0,0,139,54,5,2
299,11,0.0909090909090909,61482.0,59,2,1,0,2,0.0,0,0,130,39,2,0
1187,11,0.0909090909090909,82025.0,41,2,0,1,1,0.2,1,0,143,76,1,4
211,9,0.5555555555555556,44392.0,50,2,1,0,4,0.0,0,0,140,71,7,2
77,6,0.5,36778.0,56,4,1,0,4,0.0,0,0,153,63,9,2
37,4,0.25,27255.0,40,2,1,0,3,0.0,0,0,138,3,7,3
778,26,0.0384615384615384,81361.0,37,2,0,1,1,0.0,1,0,134,18,1,0
10,3,0.3333333333333333,18492.0,42,3,1,0,3,0.0,0,0,131,75,8,3
49,4,0.5,35860.0,51,4,0,1,3,0.2,0,0,131,37,5,2
1155,24,0.0833333333333333,65196.0,66,2,1,0,4,0.2,0,0,141,34,5,1
860,15,0.1333333333333333,74716.0,52,2,1,0,3,0.0,0,0,140,92,4,0
805,20,0.2,64449.0,35,2,0,1,2,0.0,0,0,134,70,4,0
91,6,0.3333333333333333,50523.0,64,1,1,0,4,0.0,0,0,136,89,6,2
1283,17,0.0588235294117647,62187.0,67,2,1,0,2,0.0,0,0,142,49,3,0
2088,21,0.0476190476190476,73455.0,56,2,0,1,1,0.2,0,0,138,98,3,4
1427,20,0.05,78285.0,36,3,1,0,2,0.0,0,0,138,13,3,0
1576,23,0.0434782608695652,78353.0,65,1,0,1,2,0.0,0,0,145,51,8,1
223,9,0.3333333333333333,43020.0,54,2,0,1,2,0.0,0,0,137,79,6,3
125,6,0.1666666666666666,42523.0,60,2,1,0,2,0.0,0,0,132,96,2,0
882,20,0.15,69901.0,55,2,0,1,2,0.0,0,0,143,95,5,1
1049,24,0.0833333333333333,69932.0,60,2,0,1,2,0.0,0,0,143,97,4,1
664,18,0.1666666666666666,77981.0,52,2,1,0,3,0.0,0,0,143,78,5,1
67,5,0.2,18222.0,34,2,1,0,2,0.0,0,0,148,70,8,3
102,6,0.3333333333333333,40321.0,52,2,1,0,4,0.0,0,0,141,59,7,2
13,3,0.3333333333333333,30523.0,66,3,0,1,4,0.0,0,0,142,0,7,2
134,7,0.2857142857142857,39898.0,70,2,1,0,3,0.0,0,0,147,20,7,2
71,5,0.2,33996.0,35,4,0,1,1,0.0,0,0,140,46,4,3
137,7,0.1428571428571428,20180.0,48,2,0,1,1,0.0,0,0,146,27,7,3
1213,22,0.0454545454545454,80950.0,63,3,1,0,2,0.2,0,0,145,44,2,4
903,22,0.1818181818181818,55250.0,59,3,0,1,2,0.0,0,0,151,49,5,1
1633,26,0.0384615384615384,81702.0,44,2,0,1,1,0.0,0,0,151,98,3,1
1947,15,0.0666666666666666,72190.0,59,2,1,0,2,0.0,0,0,147,79,3,1
1319,17,0.0588235294117647,78041.0,53,1,1,0,2,0.0,0,0,149,93,2,1
1766,14,0.0714285714285714,71670.0,62,4,0,1,1,0.6,1,0,142,8,6,4
332,11,0.4545454545454545,52034.0,51,3,0,1,3,0.0,0,0,144,67,7,2
1478,19,0.0526315789473684,69882.0,59,3,0,1,1,0.0,0,0,138,94,1,0
62,5,0.4,36959.0,43,3,1,0,3,0.0,0,0,139,56,8,2
1196,16,0.0625,71604.0,79,4,1,0,2,0.2,1,0,137,3,4,0
965,14,0.1428571428571428,74806.0,59,3,1,0,3,0.0,0,0,149,1,4,1
573,17,0.2941176470588235,42021.0,43,3,1,0,3,0.2,0,0,152,34,9,1
1338,17,0.1764705882352941,72071.0,70,2,0,1,2,0.0,0,0,147,4,2,1
1428,20,0.05,80589.0,80,2,1,0,2,0.2,1,0,135,25,1,0
1289,18,0.0555555555555555,66664.0,42,1,1,0,2,0.0,0,0,151,78,3,1
18,3,0.3333333333333333,7500.0,45,2,1,0,3,0.0,0,0,152,61,8,3
1364,28,0.0357142857142857,67430.0,37,2,1,0,2,0.0,0,0,152,6,6,1
76,6,0.3333333333333333,36273.0,47,3,0,1,2,0.0,0,0,132,80,6,3
1650,24,0.0416666666666666,74637.0,70,4,0,1,1,0.2,0,0,144,73,3,4
978,24,0.0416666666666666,78497.0,73,1,1,0,2,0.2,0,0,137,44,2,0
1215,27,0.037037037037037,63564.0,70,1,1,0,2,0.2,1,0,135,0,6,0
92,6,0.1666666666666666,57530.0,73,3,0,1,2,0.0,0,0,139,68,1,0
62,7,0.5714285714285714,35246.0,66,2,0,1,3,0.0,0,0,132,53,5,2
158,8,0.125,53154.0,65,2,1,0,3,0.0,0,0,131,50,4,0
1182,17,0.1764705882352941,55212.0,55,4,1,0,3,0.4,0,0,149,65,8,1
1123,26,0.0384615384615384,77037.0,64,4,1,0,3,0.0,0,0,139,3,3,0
1724,30,0.0,105471.0,54,2,1,0,2,0.4,1,0,147,36,3,4
373,13,0.3846153846153846,45837.0,50,2,1,0,4,0.0,0,0,141,88,7,2
235,10,0.1,43140.0,67,2,1,0,3,0.0,0,0,148,68,6,2
787,20,0.15,70777.0,56,3,1,0,3,0.0,0,0,134,80,3,0
1429,20,0.05,72643.0,75,2,0,1,1,0.2,1,0,146,60,2,4
775,21,0.1428571428571428,54356.0,75,4,0,1,2,0.0,1,0,150,62,8,1
70,6,0.1666666666666666,33235.0,38,2,1,0,3,0.0,0,0,135,71,7,3
928,21,0.0952380952380952,68118.0,61,2,0,1,2,0.0,0,0,138,51,6,0
25,3,0.3333333333333333,42033.0,53,1,1,0,4,0.0,0,0,152,95,7,3
12,3,0.3333333333333333,27590.0,42,3,1,0,3,0.0,0,0,144,38,7,3
984,15,0.0666666666666666,79941.0,48,2,0,1,1,0.0,0,0,130,72,1,0
177,8,0.5,54342.0,68,1,1,0,4,0.0,0,0,142,74,6,2
28,3,0.3333333333333333,45684.0,53,2,0,1,2,0.0,0,0,137,37,7,3
310,12,0.0833333333333333,51876.0,66,2,1,0,2,0.0,0,0,139,88,1,0
473,12,0.3333333333333333,37774.0,47,2,0,1,3,0.2,1,1,152,28,9,3
123,7,0.2857142857142857,37509.0,48,3,1,0,3,0.0,0,0,152,24,7,3
1761,25,0.04,83033.0,38,2,1,0,3,0.2,0,0,131,82,5,4
67,5,0.2,47889.0,50,2,1,0,3,0.0,0,0,136,94,5,3
1825,27,0.2592592592592592,70971.0,64,2,1,0,3,0.0,1,0,152,28,7,1
43,4,0.25,14918.0,61,0,1,0,3,0.0,0,0,149,52,6,3
633,18,0.2777777777777778,55517.0,74,4,1,0,4,0.0,1,0,151,53,9,2
1067,15,0.1333333333333333,60230.0,68,2,0,1,2,0.0,0,0,144,78,5,1
56,5,0.4,25959.0,54,1,0,1,3,0.0,1,0,147,1,6,3
1178,17,0.6470588235294118,62845.0,75,3,1,0,4,0.2,1,0,151,3,8,2
216,9,0.3333333333333333,39665.0,43,4,1,0,3,0.2,0,0,143,97,7,2
1682,24,0.0416666666666666,75794.0,37,2,1,0,2,0.2,0,0,136,33,3,4
137,7,0.4285714285714285,38361.0,55,2,1,0,3,0.0,0,0,136,74,7,2
93,6,0.3333333333333333,40760.0,59,4,0,1,2,0.0,0,0,140,64,6,2
31,4,0.25,30560.0,48,3,1,0,3,0.0,0,0,142,6,7,3
120,7,0.5714285714285714,46098.0,49,3,0,1,3,0.0,0,0,153,86,8,2
1149,16,0.0625,71853.0,42,2,1,0,2,0.0,0,0,144,29,1,0
64,5,0.4,31160.0,49,3,0,1,2,0.0,0,0,140,59,8,3
21,3,0.3333333333333333,47691.0,45,2,0,1,2,0.0,0,0,142,43,6,3
1062,15,0.0666666666666666,76982.0,57,2,0,1,1,0.2,1,0,134,19,4,0
434,11,0.1818181818181818,26997.0,73,0,1,0,2,0.0,0,0,150,89,7,3
1047,15,0.0666666666666666,72460.0,55,2,1,0,2,0.0,0,0,138,56,1,0
265,11,0.1818181818181818,37929.0,39,4,0,1,1,0.4,1,0,141,49,7,3
928,17,0.0588235294117647,81320.0,66,2,1,0,2,0.0,0,0,147,61,2,0
1338,18,0.1111111111111111,62882.0,55,2,1,0,3,0.0,0,0,153,26,4,1
54,5,0.6,38998.0,70,2,1,0,4,0.0,0,1,150,92,8,2
1596,23,0.1304347826086956,70300.0,49,2,0,1,2,0.0,0,0,142,89,8,1
71,5,0.2,33228.0,44,2,1,0,3,0.0,0,0,135,28,7,3
1076,15,0.0666666666666666,70666.0,76,2,1,0,2,0.0,0,0,137,29,4,0
599,15,0.1333333333333333,66886.0,66,2,1,0,3,0.0,0,0,140,28,5,0
306,12,0.1666666666666666,45688.0,56,2,1,0,3,0.2,0,0,135,20,4,2
258,10,0.5,40590.0,55,2,0,1,3,0.2,0,0,139,30,6,2
1193,17,0.0588235294117647,81168.0,59,2,1,0,2,0.2,0,0,132,84,3,0
80,4,0.25,24882.0,46,0,1,0,3,0.2,0,0,152,52,6,3
17,3,0.3333333333333333,33581.0,55,4,1,0,4,0.0,0,0,148,38,8,2
173,7,0.4285714285714285,22669.0,49,3,1,0,3,0.0,1,0,143,30,9,2
358,12,0.0833333333333333,42691.0,33,2,1,0,2,0.0,0,0,141,48,5,3
361,12,0.3333333333333333,54237.0,67,4,0,1,2,0.0,0,0,144,48,6,2
41,5,0.4,44078.0,55,2,1,0,4,0.0,0,0,130,17,5,2
75,6,0.1666666666666666,14188.0,52,0,1,0,2,0.0,0,0,146,40,6,3
24,4,0.25,22701.0,47,3,1,0,3,0.0,0,0,140,2,5,3
1064,23,0.0434782608695652,58330.0,49,2,0,1,2,0.0,0,0,136,87,4,0
534,16,0.125,38410.0,50,4,1,0,2,0.0,1,0,152,65,6,1
88,6,0.3333333333333333,42769.0,62,4,1,0,3,0.0,0,0,139,15,4,2
908,21,0.0476190476190476,63841.0,56,3,0,1,2,0.0,0,0,144,64,6,1
133,7,0.2857142857142857,36317.0,59,2,1,0,3,0.0,0,0,143,53,7,2
64,6,0.3333333333333333,15315.0,54,1,1,0,2,0.0,0,0,141,27,5,3
661,19,0.2105263157894736,77376.0,68,4,1,0,4,0.0,0,0,132,72,4,0
1064,15,0.4,53374.0,55,4,1,0,3,0.2,1,0,153,34,9,1
65,5,0.2,44794.0,58,2,1,0,3,0.0,0,0,131,99,6,2
46,6,0.3333333333333333,32892.0,53,4,1,0,3,0.0,0,0,131,78,8,2
833,18,0.0555555555555555,75127.0,72,2,0,1,1,0.0,0,0,131,92,1,0
76,6,0.5,22944.0,43,3,0,1,2,0.0,0,0,136,67,7,3
833,18,0.0555555555555555,75127.0,72,2,0,1,1,0.0,0,0,131,92,1,0
23,3,0.3333333333333333,34596.0,50,4,1,0,3,0.0,0,0,145,48,8,2
1104,15,0.0666666666666666,81698.0,41,1,0,1,1,0.2,1,0,146,1,5,4
1574,19,0.0526315789473684,83844.0,72,2,1,0,2,0.2,0,0,144,57,1,4
521,15,0.2666666666666666,47682.0,49,1,0,1,2,0.0,0,0,147,80,5,3
1366,18,0.0555555555555555,79593.0,51,2,1,0,2,0.2,0,0,132,70,2,0
382,13,0.1538461538461538,42081.0,42,2,1,0,3,0.2,0,0,146,86,6,3
1125,22,0.0454545454545454,77437.0,61,2,1,0,2,0.2,0,0,137,70,1,0
40,4,0.25,38197.0,38,4,1,0,3,0.0,0,0,142,86,5,2
32,4,0.25,25443.0,35,0,1,0,3,0.0,0,0,148,82,8,3
47,4,0.5,15345.0,40,2,1,0,3,0.0,1,0,152,51,8,3
711,9,0.1111111111111111,66000.0,77,3,1,0,2,0.0,0,0,132,36,1,0
45,6,0.5,17649.0,48,2,1,0,3,0.0,0,0,138,70,8,3
43,7,0.4285714285714285,23626.0,54,4,1,0,3,0.0,0,0,131,84,5,2
23,3,0.3333333333333333,37284.0,49,1,1,0,4,0.0,0,0,145,46,6,3
957,12,0.0833333333333333,61209.0,54,2,0,1,1,0.0,0,0,140,73,2,0
270,11,0.3636363636363636,51267.0,46,2,1,0,4,0.0,0,0,138,37,4,2
42,4,0.5,44300.0,59,2,1,0,4,0.0,0,0,142,65,6,2
590,17,0.2352941176470588,55635.0,53,2,0,1,2,0.0,0,0,150,34,6,1
1586,23,0.0869565217391304,69084.0,54,4,1,0,3,0.0,0,0,137,43,8,1
122,7,0.1428571428571428,51717.0,59,4,1,0,3,0.2,0,0,140,55,7,2
1127,15,0.0666666666666666,74293.0,31,2,0,1,1,0.0,0,0,132,66,2,0
895,28,0.0357142857142857,78825.0,60,4,0,1,1,0.0,1,0,152,35,3,1
315,12,0.3333333333333333,51148.0,51,2,1,0,4,0.0,0,0,147,38,6,2
1318,24,0.0416666666666666,83837.0,76,4,1,0,2,0.4,1,0,149,79,4,4
458,15,0.4,49681.0,48,3,1,0,4,0.0,0,0,138,66,7,2
542,17,0.1764705882352941,53790.0,73,2,1,0,4,0.0,0,0,134,86,6,2
563,17,0.0588235294117647,75342.0,66,1,0,1,2,0.0,0,0,144,38,4,0
1157,21,0.0476190476190476,81217.0,35,2,0,1,1,0.0,0,0,142,77,1,0
23,3,0.3333333333333333,43776.0,41,2,1,0,3,0.0,0,0,132,77,6,3
318,12,0.4166666666666667,34600.0,53,2,1,0,4,0.0,1,0,148,8,8,2
728,20,0.05,58821.0,68,1,1,0,3,0.0,0,0,139,44,6,0
34,4,0.25,20130.0,50,1,1,0,2,0.0,0,0,133,99,8,3
63,5,0.4,51813.0,52,2,0,1,3,0.0,0,0,145,37,7,3
396,14,0.1428571428571428,58494.0,50,3,1,0,3,0.0,0,0,137,56,6,2
55,5,0.4,22063.0,52,2,1,0,3,0.0,0,0,141,43,7,3
59,4,0.25,40851.0,53,2,0,1,3,0.0,0,0,146,63,7,3
35,6,0.6666666666666666,8820.0,72,3,0,1,3,0.0,0,0,145,52,8,2
73,6,0.5,38578.0,52,4,0,1,3,0.0,0,0,142,2,8,2
1575,12,0.1666666666666666,76467.0,54,2,0,1,2,0.0,1,0,153,44,6,1
133,7,0.2857142857142857,39190.0,50,4,0,1,2,0.0,0,0,132,91,5,2
411,14,0.1428571428571428,57744.0,70,4,1,0,3,0.0,0,0,138,91,8,2
100,6,0.6666666666666666,7500.0,39,1,1,0,3,0.0,0,0,153,98,9,3
1194,25,0.28,59868.0,52,2,1,0,3,0.0,0,0,141,37,6,1
85,5,0.2,18929.0,34,2,1,0,2,0.0,0,0,147,15,6,3
22,3,0.3333333333333333,21994.0,67,2,1,0,3,0.0,0,0,148,4,5,2
18,3,0.3333333333333333,27190.0,51,0,1,0,3,0.2,1,0,141,13,8,3
17,3,0.3333333333333333,24645.0,36,2,1,0,3,0.0,0,0,150,16,8,3
1289,18,0.0555555555555555,66664.0,42,1,1,0,2,0.0,0,0,151,78,3,1
35,4,0.5,30843.0,58,4,1,0,4,0.2,0,0,131,43,5,2
1315,25,0.04,82800.0,78,4,0,1,1,0.4,1,0,149,23,3,4
22,4,0.5,26907.0,48,1,1,0,4,0.0,0,0,140,10,7,3
544,17,0.1764705882352941,65324.0,70,4,1,0,3,0.0,0,0,136,0,4,0
34,4,0.5,30396.0,55,4,1,0,3,0.2,1,0,132,22,7,2
693,17,0.1176470588235294,54803.0,55,2,0,1,2,0.0,0,0,153,65,4,1
928,13,0.0769230769230769,69063.0,58,4,1,0,3,0.0,0,0,150,16,3,1
68,5,0.4,45759.0,60,4,1,0,4,0.0,0,0,146,13,7,2
688,18,0.1666666666666666,49090.0,73,2,0,1,2,0.0,0,0,142,45,7,1
48,5,0.4,13533.0,45,1,0,1,2,0.0,0,0,146,45,7,3
297,11,0.4545454545454545,36930.0,70,4,1,0,3,0.0,0,0,144,50,8,2
606,17,0.2941176470588235,47916.0,64,2,0,1,2,0.2,0,0,149,72,6,1
1080,23,0.217391304347826,61064.0,48,2,1,0,3,0.0,0,0,152,80,6,1
1016,24,0.1666666666666666,67716.0,64,2,1,0,3,0.2,0,0,148,8,5,1
144,7,0.1428571428571428,48877.0,58,2,0,1,2,0.0,0,0,136,27,7,3
89,6,0.5,26091.0,67,2,1,0,4,0.0,0,0,134,84,5,2
25,4,0.25,20518.0,36,2,0,1,2,0.0,0,0,131,58,5,3
767,20,0.15,70421.0,70,4,1,0,3,0.0,0,0,130,98,6,0
50,5,0.4,24434.0,52,2,1,0,4,0.0,0,0,131,9,7,2
597,18,0.2222222222222222,56253.0,61,2,1,0,3,0.0,0,0,149,83,6,1
44,5,0.4,35788.0,53,2,1,0,4,0.0,0,0,135,34,6,2
1438,20,0.05,75777.0,42,3,0,1,1,0.4,1,0,142,12,1,4
21,3,0.3333333333333333,18169.0,39,4,1,0,3,0.0,0,0,147,40,8,3
1797,16,0.0625,63159.0,50,4,0,1,1,0.2,0,0,150,74,3,4
622,17,0.1764705882352941,62905.0,60,1,1,0,3,0.0,0,0,140,68,4,0
22,3,0.3333333333333333,19986.0,39,2,1,0,3,0.0,0,0,138,74,7,3
832,21,0.238095238095238,60894.0,58,2,1,0,3,0.0,0,0,142,61,7,1
217,9,0.1111111111111111,41020.0,37,3,0,1,1,0.0,0,0,138,68,3,3
23,3,0.3333333333333333,34824.0,29,2,0,1,1,0.0,0,0,133,65,6,3
1117,26,0.1153846153846153,62745.0,59,4,1,0,3,0.0,0,0,145,89,5,1
43,4,0.25,30992.0,48,2,0,1,2,0.0,0,0,144,83,7,3
841,21,0.0952380952380952,75315.0,70,2,1,0,3,0.0,0,0,133,14,2,0
859,21,0.0952380952380952,65569.0,71,3,1,0,3,0.0,0,0,150,96,3,1
40,4,0.25,34704.0,58,2,0,1,2,0.0,0,0,144,65,5,3
103,6,0.1666666666666666,58217.0,73,3,0,1,4,0.0,0,0,150,84,6,2
39,5,0.4,32303.0,54,4,0,1,2,0.0,0,0,134,63,5,2
1241,18,0.0555555555555555,56981.0,43,2,0,1,1,0.2,0,0,135,91,6,0
67,5,0.4,42429.0,51,2,0,1,2,0.0,0,0,135,99,5,3
1033,13,0.0769230769230769,76081.0,62,2,1,0,2,0.2,0,0,131,85,2,0
1039,24,0.0833333333333333,69702.0,73,4,1,0,3,0.0,0,0,147,8,4,1
316,11,0.0909090909090909,37040.0,42,2,1,0,2,0.0,0,0,153,41,8,3
34,4,0.25,28691.0,35,2,1,0,3,0.0,0,0,142,56,8,3
31,4,0.5,31353.0,47,2,1,0,4,0.0,1,0,136,24,8,2
916,23,0.217391304347826,57912.0,59,4,0,1,2,0.2,0,0,133,34,5,0
39,6,0.5,29819.0,53,2,0,1,2,0.0,0,0,138,77,6,3
20,3,0.3333333333333333,23295.0,65,2,0,1,1,0.0,0,0,142,72,8,3
1392,19,0.5263157894736842,83273.0,54,2,0,1,4,0.0,0,0,151,98,7,1
278,11,0.0909090909090909,53312.0,73,4,1,0,2,0.0,0,0,141,32,7,1
1346,20,0.05,77845.0,35,4,1,0,2,0.4,0,0,131,40,1,4
1196,17,0.0588235294117647,68657.0,78,3,1,0,2,0.0,0,0,146,4,7,1
24,4,0.25,22327.0,39,2,0,1,2,0.0,0,0,141,94,5,3
97,6,0.3333333333333333,34941.0,68,3,1,0,4,0.0,0,0,146,26,8,2
1198,17,0.0588235294117647,84219.0,36,2,1,0,2,0.0,0,0,135,27,1,0
710,19,0.2631578947368421,51250.0,34,1,0,1,2,0.2,0,0,145,28,9,3
1428,15,0.0666666666666666,78394.0,38,2,1,0,2,0.0,1,0,147,13,2,1
1103,15,0.2,51537.0,72,2,0,1,2,0.0,0,0,149,27,8,1
47,5,0.4,20194.0,45,0,0,1,2,0.0,0,0,149,64,6,3
1323,20,0.05,76045.0,64,4,0,1,1,0.2,0,0,138,78,2,0
612,18,0.3888888888888889,57867.0,46,2,1,0,3,0.0,0,0,139,48,6,2
64,6,0.3333333333333333,18746.0,32,0,0,1,2,0.0,0,0,131,41,6,3
507,16,0.125,59292.0,74,4,1,0,3,0.0,0,0,143,71,3,0
49,6,0.6666666666666666,13260.0,54,2,1,0,4,0.0,0,0,140,48,8,2
19,3,0.3333333333333333,43269.0,52,4,1,0,3,0.0,0,0,140,61,8,2
900,13,0.0769230769230769,65073.0,81,3,1,0,2,0.0,0,1,140,65,2,0
1231,17,0.0588235294117647,80317.0,69,2,0,1,1,0.0,0,0,140,64,1,0
48,4,0.5,31086.0,45,1,1,0,4,0.2,0,0,144,79,8,3
404,14,0.1428571428571428,49544.0,48,4,1,0,3,0.0,0,0,147,0,7,2
405,14,0.1428571428571428,65352.0,50,4,1,0,3,0.0,0,0,140,43,4,0
259,11,0.0909090909090909,52332.0,65,2,0,1,1,0.2,0,0,140,63,4,0
57,5,0.2,40304.0,57,4,0,1,2,0.0,0,0,139,82,7,2
8,0,0.0,1730.0,53,2,0,1,1,0.0,0,0,131,65,20,3
1502,11,0.0909090909090909,63207.0,32,2,1,0,2,0.2,0,0,148,68,7,1
74,6,0.5,36065.0,56,2,0,1,3,0.0,0,0,145,54,8,3
968,20,0.05,70596.0,39,2,0,1,1,0.0,0,0,151,68,2,1
65,6,0.5,21645.0,45,2,1,0,3,0.0,1,0,152,75,9,3
57,5,0.4,20425.0,38,0,1,0,3,0.0,0,0,150,5,7,3
1804,26,0.0384615384615384,73450.0,42,3,1,0,2,0.4,0,0,137,85,3,4
2053,18,0.1111111111111111,81929.0,48,3,1,0,3,0.4,1,0,151,60,6,4
42,4,0.25,38887.0,52,4,1,0,3,0.0,0,0,134,17,7,2
157,8,0.125,51141.0,84,4,0,1,1,0.0,0,0,142,96,5,0
1512,21,0.0476190476190476,73356.0,40,4,1,0,2,0.6,1,0,135,56,2,4
694,18,0.2222222222222222,53700.0,72,2,0,1,2,0.0,0,0,153,94,5,1
162,7,0.2857142857142857,34529.0,48,3,1,0,3,0.0,0,0,152,94,7,3
25,3,0.3333333333333333,37717.0,46,4,1,0,3,0.0,0,0,149,31,9,2
1603,17,0.0588235294117647,86610.0,73,2,1,0,2,0.0,0,0,140,66,2,0
52,5,0.4,28427.0,41,2,1,0,3,0.0,0,0,146,67,8,3
163,8,0.625,42373.0,50,2,0,1,3,0.0,0,0,141,83,5,2
993,13,0.1538461538461538,67046.0,73,2,0,1,2,0.0,0,0,148,92,2,1
1862,17,0.0,83829.0,49,2,0,1,1,0.6,1,0,139,78,1,4
322,12,0.3333333333333333,45989.0,60,2,0,1,2,0.0,0,0,151,97,3,1
258,10,0.5,40590.0,55,2,0,1,3,0.2,0,0,139,30,6,2
53,7,0.7142857142857143,16927.0,48,4,1,0,4,0.0,0,0,147,50,8,2
269,11,0.1818181818181818,28973.0,47,4,1,0,2,0.0,0,0,151,59,8,3
38,4,0.25,54432.0,74,4,1,0,5,0.0,0,0,144,37,4,2
40,4,0.25,53233.0,67,1,1,0,3,0.0,0,0,133,18,4,2
2486,25,0.04,75759.0,55,2,1,0,2,0.6,1,0,138,46,5,4
172,8,0.5,36145.0,39,1,1,0,3,0.2,1,0,143,13,9,3
84,6,0.1666666666666666,37697.0,48,2,0,1,2,0.0,0,0,135,82,6,3
1005,22,0.1818181818181818,63381.0,64,2,1,0,3,0.0,0,0,151,78,2,1
143,6,0.1666666666666666,27450.0,73,3,1,0,2,0.0,0,0,145,57,7,2
120,7,0.5714285714285714,46098.0,49,3,0,1,3,0.0,1,0,153,86,8,2
70,7,0.5714285714285714,19419.0,43,2,1,0,3,0.0,0,0,150,76,9,3
1901,11,0.0909090909090909,95169.0,37,4,0,1,1,0.4,1,0,139,1,1,4
424,14,0.0714285714285714,61825.0,45,2,0,1,2,0.0,0,0,141,56,4,0
542,17,0.1764705882352941,56575.0,57,4,1,0,4,0.0,0,0,144,42,5,2
1071,23,0.1304347826086956,60161.0,59,1,0,1,2,0.0,0,0,150,17,8,1
766,20,0.15,59925.0,69,2,1,0,3,0.0,0,0,149,83,6,1
882,21,0.1428571428571428,55434.0,40,2,1,0,3,0.0,0,0,139,21,4,0
1091,15,0.0666666666666666,68695.0,55,2,1,0,2,0.0,0,0,130,3,2,0
1280,13,0.0769230769230769,70617.0,54,2,1,0,2,0.0,0,0,142,45,2,0
813,20,0.05,58684.0,43,2,0,1,1,0.2,0,0,130,71,2,0
49,4,0.5,35860.0,51,4,0,1,3,0.2,1,0,131,37,5,2
1449,18,0.0,86429.0,63,2,0,1,1,0.2,1,0,137,10,2,4
94,6,0.1666666666666666,28647.0,46,2,0,1,2,0.2,1,0,140,54,7,3
29,4,0.25,29548.0,54,3,0,1,2,0.2,0,0,140,52,4,3
416,25,0.0,7144.0,58,4,0,1,3,0.0,0,0,137,92,0,0
614,18,0.1111111111111111,71427.0,46,2,1,0,4,0.0,0,0,134,26,4,0
69,5,0.2,30093.0,34,2,1,0,2,0.0,0,0,142,19,7,3
1020,14,0.0714285714285714,56715.0,50,2,1,0,2,0.0,0,0,149,52,4,1
58,5,0.4,22434.0,37,2,1,0,3,0.0,0,0,147,25,8,3
358,13,0.3076923076923077,54984.0,65,2,1,0,3,0.2,0,0,131,51,7,2
429,13,0.3076923076923077,46344.0,52,1,1,0,3,0.0,0,0,149,28,7,3
1456,20,0.05,82427.0,58,2,1,0,2,0.2,0,0,134,35,1,0
1538,20,0.05,68655.0,36,2,0,1,1,0.0,0,0,153,95,3,1
45,4,0.25,53204.0,48,3,1,0,4,0.0,0,0,133,40,4,2
732,20,0.4,61671.0,56,2,0,1,2,0.4,0,0,131,23,8,4
61,4,0.25,37235.0,40,2,1,0,3,0.0,0,0,135,68,4,3
957,13,0.3076923076923077,67381.0,73,3,1,0,3,0.2,0,0,148,67,7,1
324,12,0.4166666666666667,38513.0,42,4,0,1,2,0.0,1,0,135,20,8,3
