ID,Total_Spending,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Total_Purchase_Num,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Discount_Dependency,Income,Age,Education,Marital_Merged_Couples,Marital_Merged_Single_Household,Total_Household_Size,Total_Children,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Campaign_Response_Rate,Response,Complain,Loyalty_Months,Recency,NumWebVisitsMonth,Cluster
9286,747,407,28,100,120,74,18,18,5,9,4,0.0555555555555555,83151.0,64,3,1,0,2,0,0,0,0,0,0,0.0,0,0,151,93,3,1
2426,895,483,74,114,169,37,18,28,5,10,13,0.0357142857142857,78825.0,60,4,0,1,1,0,0,0,0,0,0,0.0,1,0,152,35,3,1
5172,1053,738,0,232,13,20,50,15,3,5,7,0.1333333333333333,65104.0,48,3,1,0,3,1,0,0,0,0,0,0.0,0,0,138,4,7,1
5562,735,502,12,109,16,6,90,19,7,2,10,0.1052631578947368,60093.0,50,2,1,0,3,1,0,0,0,0,0,0.0,0,0,142,92,6,1
3436,20,11,0,5,2,1,1,4,1,0,3,0.25,14045.0,55,2,1,0,3,1,0,0,0,0,0,0.0,0,0,135,24,7,3
3921,205,24,1,108,29,29,14,9,4,1,4,0.1111111111111111,28457.0,72,1,0,1,1,0,0,0,0,0,0,0.0,0,0,150,96,8,3
3403,2092,1170,19,594,99,76,134,19,2,5,12,0.1052631578947368,78952.0,66,4,1,0,3,1,0,0,0,0,0,0.0,0,0,151,11,6,1
22,309,185,2,88,15,5,14,12,6,1,5,0.1666666666666666,46310.0,48,2,0,1,2,1,0,0,0,0,0,0.0,0,0,149,99,8,3
10965,1722,983,20,389,240,50,40,21,3,5,13,0.0476190476190476,76005.0,69,2,1,0,2,0,1,0,0,0,0,0.2,0,0,146,72,6,1
9426,900,691,0,69,10,0,130,11,2,6,3,0.3636363636363636,58308.0,60,3,0,1,2,1,0,0,0,0,0,0.0,0,0,148,77,8,1
6605,682,504,13,131,8,0,26,19,9,4,6,0.0526315789473684,55614.0,80,4,0,1,1,0,0,0,0,1,0,0.2,0,0,137,85,7,0
3136,663,317,25,265,25,19,12,19,5,3,11,0.1578947368421052,59432.0,62,3,0,1,2,1,0,0,0,0,0,0.0,0,0,145,88,5,1
8737,43,29,1,9,2,0,2,5,2,0,3,0.2,55563.0,46,2,0,1,2,1,0,0,0,0,0,0.0,0,0,133,22,3,3
11088,1816,1396,0,322,46,35,17,17,4,9,4,0.0588235294117647,78642.0,53,4,1,0,3,1,0,0,0,0,0,0.0,0,0,144,83,6,1
716,976,529,0,356,63,28,0,24,6,7,11,0.125,67911.0,75,4,1,0,3,1,0,0,0,0,0,0.0,0,0,131,63,3,0
466,746,388,14,218,91,14,21,20,4,3,13,0.05,65275.0,80,2,1,0,2,0,0,0,0,0,0,0.0,0,0,145,9,2,0
9135,64,13,2,21,4,0,24,4,1,1,2,0.5,27203.0,74,2,1,0,4,2,0,0,0,0,0,0.0,0,0,153,92,8,2
10623,32,28,0,4,0,0,0,4,1,0,3,0.25,48330.0,63,3,1,0,3,1,0,0,0,0,0,0.0,0,0,138,2,5,2
8151,263,16,36,21,20,62,108,8,4,1,3,0.125,24279.0,34,0,1,0,2,0,0,0,0,0,0,0.0,0,0,148,6,8,3
5140,1445,1047,0,140,67,38,153,19,4,3,12,0.1052631578947368,64355.0,39,4,1,0,3,1,0,0,0,0,0,0.0,0,0,152,66,8,1
10160,46,31,0,7,2,0,6,4,1,0,3,0.25,50943.0,68,3,1,0,3,1,0,0,0,0,0,0.0,0,0,142,49,5,2
4945,1210,815,10,239,28,10,108,26,10,4,12,0.0769230769230769,53653.0,71,2,0,1,1,0,0,0,0,0,0,0.0,0,0,150,29,6,1
10584,945,225,162,387,106,36,29,23,5,10,8,0.0434782608695652,65665.0,48,2,1,0,3,1,0,0,0,0,0,0.0,0,0,137,77,3,0
6071,1157,493,70,324,146,40,84,21,3,7,11,0.0476190476190476,81217.0,35,2,0,1,1,0,0,0,0,0,0,0.0,0,0,142,77,1,0
3386,137,34,4,66,3,10,20,7,2,1,4,0.1428571428571428,34935.0,32,2,1,0,2,0,0,0,0,0,0,0.0,0,0,142,71,7,3
8939,730,382,138,65,60,26,59,19,5,2,12,0.3157894736842105,61250.0,65,2,0,1,2,1,0,0,0,0,0,0.0,0,0,149,49,5,1
9925,216,127,1,56,0,1,31,9,4,2,3,0.3333333333333333,39665.0,43,4,1,0,3,1,0,0,1,0,0,0.2,0,0,143,97,7,2
4320,943,325,83,300,86,58,91,22,6,4,12,0.0454545454545454,60152.0,45,2,0,1,2,1,0,0,0,0,0,0.0,0,0,145,6,3,1
5389,347,238,17,68,8,10,6,13,6,2,5,0.2307692307692307,48920.0,60,2,1,0,4,2,0,0,0,1,0,0.2,0,0,138,93,7,2
6036,1924,1168,92,408,72,129,55,18,5,6,7,0.0555555555555555,89120.0,65,3,1,0,2,0,0,0,0,0,1,0.2,0,0,133,78,1,0
182,397,284,0,55,0,6,52,13,6,2,5,0.3076923076923077,44124.0,78,4,1,0,3,1,0,0,0,0,0,0.0,0,0,144,62,8,2
203,2089,1288,20,613,80,61,27,21,5,7,9,0.0476190476190476,81169.0,49,3,0,1,1,0,0,0,0,0,0,0.0,0,0,145,47,2,1
11025,138,65,0,46,4,3,20,7,3,1,3,0.5714285714285714,36443.0,63,2,1,0,4,2,0,0,0,0,0,0.0,0,0,147,9,8,2
10203,42,11,7,9,3,1,11,4,1,0,3,0.25,26095.0,34,2,0,1,2,1,0,0,0,0,0,0.0,0,0,142,77,7,3
4607,777,227,23,389,42,21,75,16,4,5,7,0.0625,71367.0,65,2,1,0,2,0,0,0,0,0,0,0.0,0,0,140,24,2,0
3711,1902,1035,134,670,25,38,0,19,6,3,10,0.0526315789473684,80184.0,80,3,1,0,2,0,1,0,0,0,1,0.4,0,0,134,19,3,4
3696,52,27,1,12,2,0,10,5,2,0,3,0.4,30630.0,59,2,0,1,3,2,0,0,0,0,0,0.0,0,0,135,67,7,3
2532,1651,982,73,351,56,14,175,12,2,4,6,0.0833333333333333,73454.0,37,3,0,1,1,0,0,0,1,0,0,0.2,0,0,134,95,5,4
9214,358,179,2,64,38,17,58,12,5,1,6,0.0833333333333333,42691.0,33,2,1,0,2,0,0,0,0,0,0,0.0,0,0,141,48,5,3
4943,1727,1379,33,216,0,33,66,15,2,4,9,0.0666666666666666,70503.0,71,2,1,0,2,0,0,0,0,1,1,0.4,0,0,151,73,6,4
35,210,32,1,64,16,12,85,7,2,2,3,0.4285714285714285,25545.0,37,2,1,0,3,1,0,0,0,0,0,0.0,1,0,152,35,6,3
2258,42,8,4,15,7,6,2,4,1,0,3,0.25,32880.0,38,2,1,0,3,1,0,0,0,0,0,0.0,0,0,149,76,8,3
4322,1291,881,38,319,16,25,12,19,4,5,10,0.0526315789473684,77863.0,66,4,1,0,2,0,0,0,0,0,0,0.0,0,0,137,20,2,0
713,442,141,15,153,67,31,35,14,4,4,6,0.0714285714285714,50353.0,47,3,1,0,2,0,0,0,0,0,0,0.0,0,0,131,72,3,0
4702,1895,1000,155,379,224,17,120,16,4,8,4,0.0625,61839.0,60,2,0,1,1,0,0,0,0,0,0,0.0,0,0,153,20,8,1
3281,411,206,10,67,30,27,71,13,4,1,8,0.4615384615384615,49154.0,64,4,1,0,4,2,0,0,0,0,0,0.0,0,0,138,69,6,2
702,521,162,61,83,97,57,61,15,4,3,8,0.2666666666666666,47682.0,49,1,0,1,2,1,0,0,0,0,0,0.0,0,0,147,80,5,3
2004,1168,619,54,260,127,54,54,16,4,7,5,0.0625,72679.0,55,2,0,1,2,1,0,0,0,0,0,0.0,0,0,139,65,1,0
4769,493,456,4,24,0,0,9,16,8,2,6,0.4375,57954.0,47,3,1,0,4,2,0,0,0,1,0,0.2,0,0,130,52,7,2
4437,260,112,6,92,3,9,38,10,3,2,5,0.2,65316.0,62,2,1,0,4,2,0,0,0,0,0,0.0,0,0,144,65,4,2
8724,46,11,3,22,2,2,6,5,2,0,3,0.4,28567.0,42,2,0,1,2,1,0,0,0,0,0,0.0,0,0,143,57,6,3
10741,319,172,12,112,8,0,15,12,6,1,5,0.3333333333333333,47352.0,73,3,1,0,3,1,0,0,0,0,0,0.0,0,0,145,70,7,2
1991,96,78,0,11,0,0,7,6,2,1,3,0.1666666666666666,44931.0,57,2,1,0,3,1,0,0,0,0,0,0.0,0,0,135,0,5,2
6931,1062,464,151,292,65,60,30,15,8,3,4,0.0666666666666666,76982.0,57,2,0,1,1,0,0,0,0,0,1,0.2,1,0,134,19,4,0
11096,232,99,4,32,37,54,6,10,2,1,7,0.2,57247.0,72,1,1,0,3,1,0,0,0,0,0,0.0,0,0,141,50,2,0
304,76,19,3,19,4,5,26,6,3,0,3,0.5,22944.0,43,3,0,1,2,1,0,0,0,0,0,0.0,0,0,136,67,7,3
3665,54,1,9,8,11,3,22,6,3,0,3,0.5,25315.0,47,1,1,0,3,1,0,0,0,0,0,0.0,0,0,138,46,8,3
10591,201,63,10,83,7,19,19,9,4,1,4,0.2222222222222222,43638.0,55,2,0,1,2,1,0,0,0,0,0,0.0,0,0,153,37,7,3
5036,406,252,3,42,4,3,102,12,4,5,3,0.1666666666666666,42710.0,40,4,0,1,2,1,0,0,0,0,0,0.0,0,0,149,38,6,1
5547,1919,1478,19,403,0,19,0,19,7,6,6,0.0526315789473684,84169.0,42,4,1,0,2,0,0,0,0,1,1,0.4,1,0,141,9,3,4
7822,662,198,18,252,32,108,54,18,4,6,8,0.1111111111111111,54058.0,48,2,1,0,3,1,0,0,0,0,0,0.0,0,0,143,56,3,0
8541,41,8,4,10,6,7,6,6,2,0,4,0.3333333333333333,24683.0,34,1,1,0,3,1,0,0,0,0,0,0.0,0,0,134,98,5,3
10955,1600,416,46,925,60,107,46,13,3,6,4,0.0769230769230769,85620.0,60,2,0,1,1,0,0,0,0,0,0,0.0,1,0,136,68,1,0
4368,134,42,7,43,20,12,10,7,3,0,4,0.1428571428571428,47850.0,44,2,1,0,3,1,0,0,0,0,0,0.0,0,0,137,72,6,3
9671,69,14,3,21,2,1,28,6,3,1,2,0.6666666666666666,19514.0,56,2,1,0,4,2,0,0,1,0,0,0.2,1,0,135,47,8,2
2256,21,17,0,3,0,0,1,4,1,0,3,0.5,27159.0,51,3,1,0,4,2,0,0,0,0,0,0.0,0,0,133,33,6,2
4279,54,15,4,10,3,4,18,5,1,1,3,0.4,39548.0,61,1,0,1,3,2,0,0,0,0,0,0.0,0,0,133,87,3,3
5371,91,6,16,24,11,0,34,6,3,1,2,0.3333333333333333,21474.0,35,2,0,1,2,1,0,0,1,0,0,0.2,1,0,133,0,7,3
9240,526,458,0,24,6,4,34,16,6,2,8,0.125,60504.0,53,4,0,1,2,1,0,0,0,0,0,0.0,0,0,135,73,6,0
9460,162,30,3,47,19,21,42,7,3,2,2,0.1428571428571428,22419.0,61,2,1,0,2,0,0,0,0,0,0,0.0,0,0,145,74,8,3
9504,1008,179,28,520,111,123,47,24,3,8,13,0.0416666666666666,81698.0,75,3,1,0,2,0,0,0,0,0,0,0.0,1,0,138,4,1,0
8692,240,90,17,97,15,6,15,10,4,1,5,0.6,43462.0,72,2,1,0,4,2,0,0,0,0,0,0.0,0,0,152,50,8,2
448,795,308,85,137,102,45,118,19,6,2,11,0.1052631578947368,54880.0,46,4,0,1,2,1,0,0,0,0,0,0.0,0,0,146,57,5,1
8314,1772,557,129,761,29,185,111,18,5,6,7,0.0555555555555555,79908.0,42,2,1,0,2,0,0,0,0,0,1,0.2,0,0,145,30,2,4
8420,64,7,4,13,15,8,17,6,2,0,4,0.3333333333333333,15315.0,54,1,1,0,2,0,0,0,0,0,0,0.0,0,0,141,27,5,3
3174,1957,1492,38,287,50,57,33,19,5,10,4,0.0526315789473684,87771.0,65,2,1,0,3,1,1,1,0,1,1,0.8,1,0,143,61,6,4
7685,78,30,8,12,8,8,12,6,2,0,4,0.1666666666666666,33039.0,46,2,1,0,3,1,0,0,0,0,0,0.0,0,0,140,4,5,3
3179,1572,249,153,940,58,134,38,19,6,6,7,0.0,81741.0,44,2,0,1,1,0,0,0,0,0,0,0.0,0,0,143,75,2,0
9780,795,465,25,132,136,0,37,24,8,3,13,0.0833333333333333,71499.0,53,3,1,0,3,1,0,0,0,0,0,0.0,0,0,142,12,4,1
10681,889,129,129,259,168,121,83,21,6,3,12,0.238095238095238,62466.0,54,1,1,0,3,1,0,0,0,0,0,0.0,0,0,136,13,4,0
10232,331,174,18,81,28,6,24,12,3,2,7,0.25,48799.0,61,4,0,1,2,1,0,0,0,0,0,0.0,0,0,138,9,3,0
4184,265,189,2,29,3,2,40,10,3,2,5,0.2,52157.0,74,4,1,0,3,1,0,0,0,0,0,0.0,0,0,131,48,4,2
9120,1065,747,10,161,65,40,42,15,4,2,9,0.2666666666666666,66565.0,62,2,0,1,2,1,0,0,0,0,0,0.0,0,0,149,80,8,1
891,11,6,0,2,2,0,1,3,1,0,2,0.3333333333333333,29298.0,73,3,1,0,4,2,0,0,0,0,0,0.0,0,0,140,60,5,2
10381,21,14,0,3,0,0,4,3,1,0,2,0.3333333333333333,47691.0,45,2,0,1,2,1,0,0,0,0,0,0.0,0,0,142,43,6,3
3525,17,12,0,4,0,0,1,3,1,0,2,0.3333333333333333,38200.0,54,2,1,0,4,2,0,0,0,0,0,0.0,0,0,149,19,7,2
6818,369,98,0,106,49,10,106,11,5,1,5,0.4545454545454545,44989.0,50,2,1,0,3,1,0,0,0,0,0,0.0,0,0,152,26,6,2
3526,38,32,0,5,0,0,1,4,1,0,3,0.5,38443.0,56,4,1,0,4,2,0,0,0,0,0,0.0,0,0,135,58,7,2
8181,177,51,12,49,17,24,24,8,4,1,3,0.375,38593.0,46,1,0,1,2,1,0,0,0,0,0,0.0,0,0,140,42,8,3
1029,279,200,5,44,0,10,20,11,5,1,5,0.0909090909090909,64413.0,54,4,1,0,3,1,0,0,0,0,0,0.0,0,0,141,27,5,2
7369,62,25,6,25,6,0,0,5,2,0,3,0.4,36959.0,43,3,1,0,3,1,0,0,0,0,0,0.0,0,0,139,56,8,2
2574,1230,1050,12,144,0,0,24,18,6,4,8,0.1666666666666666,61996.0,47,4,1,0,3,1,1,1,0,1,0,0.6,1,0,147,27,5,4
8159,182,117,0,22,13,0,30,8,4,1,3,0.375,51287.0,56,2,1,0,4,2,0,0,0,0,0,0.0,0,0,133,10,7,2
1160,49,9,4,17,10,2,7,6,3,0,3,0.6666666666666666,13260.0,54,2,1,0,4,2,0,0,0,0,0,0.0,0,0,140,48,8,2
10242,75,56,0,11,0,0,8,6,2,0,4,0.3333333333333333,47472.0,58,4,1,0,4,2,0,0,0,0,0,0.0,0,0,140,39,5,2
5253,227,145,13,46,17,2,4,10,4,2,4,0.6,54603.0,68,3,1,0,4,2,0,0,0,0,0,0.0,0,0,142,85,7,2
5966,215,203,0,10,0,0,2,10,3,1,6,0.5,45207.0,50,4,1,0,4,2,0,0,0,1,0,0.2,0,0,150,64,6,2
5314,444,270,3,27,39,6,99,13,7,1,5,0.5384615384615384,40689.0,73,2,1,0,3,1,0,0,0,0,0,0.0,0,0,146,69,8,2
5081,47,9,0,16,6,6,10,4,1,0,3,0.25,47821.0,57,1,1,0,4,2,0,0,0,0,0,0.0,0,0,138,54,8,2
5123,143,37,12,23,8,11,52,6,2,1,3,0.1666666666666666,27450.0,73,3,1,0,2,0,0,0,0,0,0,0.0,0,0,145,57,7,2
5756,55,46,0,7,0,0,2,5,2,0,3,0.4,39453.0,41,2,1,0,3,1,0,0,0,0,0,0.0,0,0,133,64,6,3
8036,63,31,1,13,7,2,9,7,2,1,4,0.5714285714285714,26850.0,53,1,1,0,4,2,0,0,0,0,0,0.0,0,0,132,10,4,2
9058,1867,1060,21,530,32,0,224,21,5,11,5,0.0476190476190476,79800.0,69,2,0,1,1,0,1,0,1,0,1,0.6,1,0,151,65,3,4
5057,611,264,47,188,54,47,11,18,4,4,10,0.1111111111111111,61794.0,63,3,1,0,3,1,0,0,0,0,0,0.0,0,0,140,74,2,0
254,473,399,4,30,6,4,30,15,7,1,7,0.2,53863.0,69,2,1,0,3,1,0,0,0,1,0,0.2,0,0,131,4,7,2
4179,55,8,9,9,2,5,22,5,1,1,3,0.2,24221.0,65,2,1,0,2,0,0,0,0,0,0,0.0,0,0,140,94,4,3
3710,81,19,0,35,6,4,17,5,2,1,2,0.4,39684.0,40,4,0,1,2,1,0,0,0,0,0,0.0,1,1,151,41,7,3
7627,2086,817,183,797,106,163,20,21,5,11,5,0.0,92163.0,49,3,1,0,2,0,1,0,0,0,1,0.4,1,0,149,25,2,4
4501,1478,292,127,635,132,127,165,19,3,7,9,0.0526315789473684,69882.0,59,3,0,1,1,0,0,0,0,0,0,0.0,0,0,138,94,1,0
6424,49,12,6,2,11,2,16,4,1,0,3,0.25,33178.0,47,2,1,0,3,1,0,0,0,0,0,0.0,0,0,135,9,4,3
3075,382,130,30,168,20,34,0,14,3,4,7,0.0714285714285714,59973.0,52,4,1,0,2,0,0,0,0,0,0,0.0,0,0,140,47,1,0
4992,69,6,4,16,3,10,30,6,3,1,2,0.5,17459.0,49,3,1,0,3,1,0,0,0,0,0,0.0,1,0,139,12,7,2
5252,67,16,12,18,7,1,13,5,2,0,3,0.2,23910.0,55,2,0,1,2,1,0,0,0,0,0,0.0,0,0,150,80,7,3
7444,30,19,0,9,0,0,2,4,1,0,3,0.5,42169.0,55,3,1,0,4,2,0,0,0,0,0,0.0,0,0,138,20,8,2
6919,63,4,7,15,13,9,15,6,2,1,3,0.5,26224.0,46,1,1,0,3,1,0,0,0,0,0,0.0,0,0,143,39,6,3
3537,79,31,3,31,2,8,4,7,3,0,4,0.4285714285714285,31089.0,43,2,1,0,3,1,0,0,0,0,0,0.0,0,0,153,57,8,3
10277,42,36,0,2,0,0,4,4,1,0,3,0.25,30081.0,63,2,0,1,2,1,0,0,0,0,0,0.0,0,0,146,27,7,3
2453,819,526,28,135,10,21,99,20,5,3,12,0.15,62807.0,64,2,1,0,3,1,0,0,0,0,0,0.0,0,0,152,83,5,1
7972,1151,400,32,519,71,75,54,16,3,4,9,0.0625,72906.0,69,2,0,1,1,0,0,0,0,0,0,0.0,0,0,140,79,1,0
895,594,410,16,114,0,5,49,17,5,2,10,0.1764705882352941,61467.0,76,4,1,0,4,2,0,0,0,0,0,0.0,0,0,149,69,5,1
1177,129,80,3,26,4,2,14,7,3,1,3,0.5714285714285714,49618.0,58,3,1,0,4,2,0,0,0,0,0,0.0,0,0,147,77,7,2
7141,213,88,10,46,2,3,64,8,5,1,2,0.5,21888.0,38,3,0,1,2,1,0,0,0,0,0,0.0,1,0,148,15,10,3
7232,67,55,0,6,2,0,4,5,1,1,3,0.4,42429.0,51,2,0,1,2,1,0,0,0,0,0,0.0,0,0,135,99,5,3
8477,28,5,1,13,3,5,1,4,1,0,3,0.25,26150.0,68,2,0,1,4,3,0,0,0,0,0,0.0,0,0,146,61,7,2
2457,45,8,4,5,15,2,11,4,1,0,3,0.5,30801.0,49,0,1,0,3,1,0,0,0,0,0,0.0,0,0,150,23,7,3
988,1193,410,0,592,147,22,22,17,6,4,7,0.0588235294117647,81168.0,59,2,1,0,2,0,1,0,0,0,0,0.2,0,0,132,84,3,0
7930,268,101,13,76,20,18,40,10,3,1,6,0.2,26877.0,55,3,0,1,1,0,0,0,0,0,0,0.0,0,0,140,74,6,3
4587,266,162,25,53,16,0,10,11,3,1,7,0.0909090909090909,45006.0,80,3,0,1,1,0,0,0,0,0,0,0.0,0,0,142,90,3,0
6682,37,2,8,1,4,7,15,4,1,0,3,0.25,18978.0,51,0,1,0,3,1,0,0,0,0,0,0.0,0,0,149,41,8,3
6222,37,25,0,8,2,0,2,5,2,0,3,0.4,22574.0,57,2,1,0,5,3,0,0,0,0,0,0.0,0,0,138,28,7,2
10299,882,389,91,248,64,49,41,22,6,3,13,0.1363636363636363,48240.0,55,4,0,1,1,0,0,0,0,0,0,0.0,1,0,150,73,5,1
3083,373,215,13,87,17,17,24,13,6,2,5,0.3846153846153846,45837.0,50,2,1,0,4,2,0,0,0,0,0,0.0,0,0,141,88,7,2
8953,35,27,0,5,0,0,3,4,1,0,3,0.5,35791.0,59,3,0,1,4,3,0,0,0,0,0,0.0,0,0,144,94,8,2
8650,42,5,6,10,6,5,10,4,1,0,3,0.25,54162.0,46,2,0,1,3,2,0,0,0,0,0,0.0,0,0,146,31,4,3
10862,326,179,8,83,19,11,26,12,1,2,9,0.4166666666666667,30522.0,64,3,1,0,3,1,0,0,0,0,0,0.0,0,0,153,6,2,2
2782,404,352,0,27,10,0,15,14,6,1,7,0.2142857142857142,54456.0,63,4,1,0,3,1,0,0,0,0,0,0.0,0,0,142,23,6,2
6941,95,17,8,12,11,15,32,5,2,1,2,0.2,31632.0,53,2,0,1,1,0,0,0,0,0,0,0.0,0,0,142,92,7,3
10972,939,625,35,169,58,17,35,13,4,3,6,0.0769230769230769,72298.0,75,2,0,1,1,0,0,0,0,1,1,0.4,0,0,134,52,1,4
10708,33,10,6,11,0,4,2,4,1,0,3,0.25,36975.0,46,1,0,1,2,1,0,0,0,0,0,0.0,0,0,136,50,7,3
6583,981,390,22,323,104,35,107,20,6,8,6,0.05,72635.0,69,1,1,0,2,0,1,0,0,0,0,0.2,0,0,143,54,3,0
3641,36,10,2,15,2,1,6,5,2,0,3,0.4,13624.0,48,2,1,0,3,1,0,0,0,0,0,0.0,0,0,148,93,6,3
10156,1237,215,63,507,231,31,190,19,8,4,7,0.0526315789473684,84196.0,49,2,0,1,2,1,0,0,0,0,0,0.0,0,0,143,56,3,0
4299,1825,1001,17,572,93,125,17,27,11,11,5,0.2592592592592592,70971.0,64,2,1,0,3,1,0,0,0,0,0,0.0,1,0,152,28,7,1
3469,103,19,18,33,24,1,8,6,3,0,3,0.5,34487.0,47,4,0,1,3,2,0,0,0,0,0,0.0,0,0,152,94,9,2
5063,191,41,5,129,10,3,3,9,4,1,4,0.3333333333333333,28769.0,47,2,0,1,2,1,0,0,0,0,0,0.0,0,0,149,76,9,3
10727,1586,1181,107,199,39,30,30,23,7,3,13,0.0869565217391304,69084.0,54,4,1,0,3,1,0,0,0,0,0,0.0,0,0,137,43,8,1
9624,963,603,45,207,36,18,54,13,3,4,6,0.0769230769230769,65488.0,66,4,1,0,2,0,0,0,0,0,0,0.0,0,0,131,46,1,0
5156,889,129,129,259,168,121,83,21,6,3,12,0.238095238095238,62466.0,54,1,1,0,3,1,0,0,0,0,0,0.0,0,0,136,13,4,0
4376,93,10,24,15,13,1,30,6,2,1,3,0.1666666666666666,32218.0,64,1,0,1,1,0,0,0,1,0,0,0.2,1,0,134,27,7,3
8923,1587,514,22,732,42,198,79,20,6,7,7,0.05,83917.0,51,2,0,1,1,0,0,0,0,0,0,0.0,1,0,145,12,3,1
8461,16,14,0,1,0,0,1,3,1,0,2,0.3333333333333333,46102.0,62,2,0,1,4,3,0,0,0,0,0,0.0,0,0,134,3,7,2
6945,1375,387,20,713,38,54,163,31,9,11,11,0.032258064516129,84574.0,72,2,0,1,1,0,0,0,0,0,0,0.0,0,0,143,72,5,1
944,393,121,103,69,8,44,48,13,4,2,7,0.0769230769230769,56181.0,62,2,1,0,3,1,0,0,0,0,0,0.0,0,0,148,6,4,1
1907,1477,965,69,279,54,41,69,21,8,4,9,0.238095238095238,63120.0,74,3,0,1,2,1,0,0,0,0,0,0.0,1,0,151,53,7,1
701,1179,707,21,250,85,43,73,16,6,2,8,0.125,73691.0,53,2,1,0,3,1,0,0,1,0,0,0.2,0,0,138,58,2,0
3856,1005,571,50,142,33,50,159,22,4,5,13,0.1818181818181818,63381.0,64,2,1,0,3,1,0,0,0,0,0,0.0,0,0,151,78,2,1
4149,1348,586,66,653,17,0,26,20,5,9,6,0.05,76140.0,76,4,1,0,2,0,0,0,0,0,0,0.0,0,0,132,57,2,0
2131,1307,1063,89,102,16,12,25,19,9,4,6,0.2105263157894736,62859.0,65,4,0,1,2,1,0,0,0,0,0,0.0,0,0,148,37,6,1
2942,486,305,3,27,4,3,144,13,5,4,4,0.1538461538461538,45906.0,60,2,0,1,2,1,0,0,1,0,0,0.2,0,0,144,20,5,1
1173,2252,1200,105,758,0,42,147,12,4,2,6,0.0833333333333333,77632.0,77,3,1,0,2,0,0,0,0,1,1,0.4,1,0,146,73,2,4
4381,235,163,2,40,8,11,11,10,3,1,6,0.7,46463.0,53,4,1,0,4,2,0,0,0,0,0,0.0,0,0,141,56,6,2
4611,1724,1009,181,104,202,21,207,30,9,8,13,0.0,105471.0,54,2,1,0,2,0,1,0,0,0,1,0.4,1,0,147,36,3,4
3376,235,125,6,73,8,4,19,10,3,1,6,0.1,55282.0,54,3,0,1,2,1,0,0,0,0,0,0.0,0,0,137,9,4,0
4679,1092,721,0,152,119,50,50,25,7,6,12,0.12,78710.0,47,3,1,0,3,1,0,0,0,0,0,0.0,0,0,131,42,4,0
10928,599,315,4,62,41,31,146,15,7,1,7,0.1333333333333333,66886.0,66,2,1,0,3,1,0,0,0,0,0,0.0,0,0,140,28,5,0
4248,2008,1000,19,711,125,115,38,19,4,6,9,0.0,98777.0,64,3,0,1,1,0,0,0,0,1,0,0.2,0,0,134,23,1,4
6728,48,16,0,17,6,3,6,4,1,0,3,0.5,29103.0,39,2,1,0,3,1,0,0,0,0,0,0.0,0,0,152,38,9,3
6661,1174,757,80,217,29,80,11,27,9,6,12,0.1851851851851851,67445.0,50,2,1,0,3,1,0,0,0,0,0,0.0,0,0,153,63,6,1
4725,67,30,2,25,0,1,9,6,1,1,4,0.1666666666666666,50616.0,74,4,1,0,3,1,0,0,0,0,0,0.0,0,0,133,71,2,2
3277,365,219,3,100,26,0,17,13,7,1,5,0.1538461538461538,49431.0,69,2,0,1,2,1,0,0,0,0,0,0.0,0,0,153,9,8,1
5555,6,1,1,1,1,1,1,0,0,0,0,0.0,153924.0,49,2,0,1,1,0,0,0,0,0,0,0.0,0,0,135,81,0,0
2564,165,111,3,28,2,6,15,8,3,1,4,0.25,61278.0,71,2,1,0,3,1,0,0,0,0,0,0.0,0,0,136,87,6,2
946,210,45,47,52,21,20,25,9,3,1,5,0.2222222222222222,26490.0,66,1,1,0,2,0,0,0,0,0,0,0.0,0,0,152,92,6,3
3867,1095,410,112,420,0,82,71,25,9,3,13,0.04,73059.0,77,4,1,0,3,1,0,0,0,0,0,0.0,0,0,140,36,4,0
6940,223,100,1,39,6,1,76,8,3,2,3,0.5,46734.0,58,4,0,1,4,3,0,0,1,0,0,0.2,0,0,138,86,6,2
55,597,509,0,65,7,11,5,18,7,2,9,0.2222222222222222,56253.0,61,2,1,0,3,1,0,0,0,0,0,0.0,0,0,149,83,6,1
7093,22,3,6,5,0,2,6,3,0,0,3,0.3333333333333333,19986.0,39,2,1,0,3,1,0,0,0,0,0,0.0,0,0,138,74,7,3
5084,1064,445,53,213,104,98,151,23,6,4,13,0.0434782608695652,58330.0,49,2,0,1,2,1,0,0,0,0,0,0.0,0,0,136,87,4,0
1777,74,2,2,11,41,7,11,5,2,0,3,0.2,25965.0,44,0,1,0,2,0,0,0,0,0,0,0.0,0,0,152,29,8,3
8162,26,4,1,11,6,2,2,4,1,0,3,0.25,14661.0,68,3,1,0,2,0,0,0,0,0,0,0.0,0,0,148,88,6,3
10826,60,6,1,7,23,4,19,4,1,1,2,0.25,18690.0,65,2,1,0,2,0,0,0,0,0,0,0.0,0,0,148,77,8,3
8754,20,14,0,3,0,0,3,3,1,0,2,0.3333333333333333,45068.0,50,4,1,0,3,1,0,0,0,0,0,0.0,0,0,144,25,7,2
