Education,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Marital_Status_Grouped,Marital_Merged_Couples,Marital_Merged_Single_Household,Marital_Merged_Unknown,Age,Total_Children,Total_Household_Size,Total_Spending,Loyalty_Months,Campaign_Response_Rate,Shopping_Frequency
0,24683.0,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,3,11,0,Couples,1,0,0,34,1,3,41,134,0.0,8
2,85620.0,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,3,11,1,Single_Household,0,1,0,60,0,1,1600,136,0.0,14
2,47850.0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,3,11,0,Couples,1,0,0,44,1,3,134,137,0.0,8
2,19514.0,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,3,11,1,Couples,1,0,0,56,2,4,69,135,0.2,10
3,27159.0,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,Couples,1,0,0,51,2,4,21,133,0.0,6
0,39548.0,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,61,2,3,54,133,0.0,7
2,21474.0,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,3,11,1,Single_Household,0,1,0,35,1,2,91,133,0.2,8
4,60504.0,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,53,1,2,526,135,0.0,18
2,22419.0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,0,Couples,1,0,0,61,0,2,162,144,0.0,8
3,81698.0,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,3,11,1,Couples,1,0,0,75,0,2,1008,138,0.0,25
2,43462.0,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,3,11,0,Couples,1,0,0,72,2,4,240,152,0.0,16
4,54880.0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,46,1,2,795,146,0.0,21
2,79908.0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,3,11,0,Couples,1,0,0,42,0,2,1772,145,0.2,19
0,15315.0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0,Couples,1,0,0,54,0,2,64,141,0.0,8
2,87771.0,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,1,Couples,1,0,0,65,1,3,1957,143,0.8,20
2,33039.0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,3,11,0,Couples,1,0,0,46,1,3,78,140,0.0,7
2,81741.0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,44,0,1,1572,143,0.0,19
3,71499.0,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,3,11,0,Couples,1,0,0,53,1,3,795,142,0.0,26
0,62466.0,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,Couples,1,0,0,54,1,3,889,135,0.0,26
4,48799.0,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,61,1,2,331,138,0.0,15
4,52157.0,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,3,11,0,Couples,1,0,0,74,1,3,265,131,0.0,12
2,66565.0,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,62,1,2,1065,149,0.0,19
3,29298.0,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,3,11,0,Couples,1,0,0,73,2,4,11,140,0.0,4
2,47691.0,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,45,1,2,21,142,0.0,4
2,38200.0,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,Couples,1,0,0,54,2,4,17,149,0.0,4
2,44989.0,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0,Couples,1,0,0,50,1,3,369,152,0.0,16
4,38443.0,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,Couples,1,0,0,56,2,4,38,135,0.0,6
0,38593.0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,46,1,2,177,140,0.0,11
4,64413.0,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,3,11,0,Couples,1,0,0,54,1,3,279,141,0.0,12
3,36959.0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,3,11,0,Couples,1,0,0,43,1,3,62,139,0.0,7
4,61996.0,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,3,11,1,Couples,1,0,0,47,1,3,1230,147,0.6,21
2,51287.0,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,3,11,0,Couples,1,0,0,56,2,4,182,133,0.0,11
2,13260.0,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,3,11,0,Couples,1,0,0,54,2,4,49,140,0.0,10
4,47472.0,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,Couples,1,0,0,58,2,4,75,139,0.0,8
3,54603.0,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,3,11,0,Couples,1,0,0,68,2,4,227,142,0.0,16
4,45207.0,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,3,11,0,Couples,1,0,0,50,2,4,215,150,0.2,15
2,40689.0,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,3,11,0,Couples,1,0,0,73,1,3,444,146,0.0,20
0,47821.0,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,3,11,0,Couples,1,0,0,57,2,4,47,138,0.0,5
3,27450.0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,3,11,0,Couples,1,0,0,73,0,2,143,145,0.0,7
2,39453.0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,3,11,0,Couples,1,0,0,41,1,3,55,133,0.0,7
0,26850.0,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,3,11,0,Couples,1,0,0,53,2,4,63,132,0.0,11
2,79800.0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,3,11,1,Single_Household,0,1,0,69,0,1,1867,151,0.6,22
3,61794.0,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,3,11,0,Couples,1,0,0,63,1,3,611,140,0.0,20
2,53863.0,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,3,11,0,Couples,1,0,0,69,1,3,473,131,0.2,18
2,24221.0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,3,11,0,Couples,1,0,0,65,0,2,55,140,0.0,6
4,39684.0,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,3,11,1,Single_Household,0,1,0,40,1,2,81,151,0.0,7
3,92163.0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,3,11,1,Couples,1,0,0,49,0,2,2086,149,0.4,21
3,69882.0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,59,0,1,1478,138,0.0,20
2,33178.0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,3,11,0,Couples,1,0,0,47,1,3,49,135,0.0,5
4,59973.0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,3,11,0,Couples,1,0,0,52,0,2,382,140,0.0,15
3,17459.0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,3,11,1,Couples,1,0,0,49,1,3,69,139,0.0,9
2,23910.0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,55,1,2,67,150,0.0,6
3,42169.0,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,3,11,0,Couples,1,0,0,55,2,4,30,138,0.0,6
0,26224.0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,3,11,0,Couples,1,0,0,46,1,3,63,143,0.0,9
2,31089.0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,3,11,0,Couples,1,0,0,43,1,3,79,153,0.0,10
2,30081.0,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,63,1,2,42,146,0.0,5
2,62807.0,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,3,11,0,Couples,1,0,0,64,1,3,819,152,0.0,23
2,72906.0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,69,0,1,1151,139,0.0,17
4,61467.0,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,3,11,0,Couples,1,0,0,76,2,4,594,149,0.0,20
3,49618.0,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,3,11,0,Couples,1,0,0,58,2,4,129,147,0.0,11
3,21888.0,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,3,11,1,Single_Household,0,1,0,38,1,2,213,148,0.0,12
2,42429.0,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,51,1,2,67,135,0.0,7
2,26150.0,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,68,3,4,28,146,0.0,5
1,30801.0,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,3,11,0,Couples,1,0,0,49,1,3,45,150,0.0,6
2,81168.0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,3,11,0,Couples,1,0,0,59,0,2,1193,132,0.2,18
3,26877.0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,55,0,1,268,140,0.0,12
3,45006.0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,80,0,1,266,141,0.0,12
1,18978.0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,3,11,0,Couples,1,0,0,51,1,3,37,149,0.0,5
2,22574.0,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,Couples,1,0,0,57,3,5,37,138,0.0,7
4,48240.0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,3,11,1,Single_Household,0,1,0,55,0,1,882,150,0.0,25
2,45837.0,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,3,11,0,Couples,1,0,0,50,2,4,373,141,0.0,18
3,35791.0,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,59,3,4,35,144,0.0,6
2,54162.0,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,46,2,3,42,146,0.0,5
3,30522.0,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,3,11,0,Couples,1,0,0,64,1,3,326,153,0.0,17
4,54456.0,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,3,11,0,Couples,1,0,0,63,1,3,404,142,0.0,17
2,31632.0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,53,0,1,95,142,0.0,6
2,72298.0,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,3,11,0,Single_Household,0,1,0,75,0,1,939,134,0.4,14
0,36975.0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,46,1,2,33,136,0.0,5
0,72635.0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,3,11,0,Couples,1,0,0,69,0,2,981,143,0.2,21
2,13624.0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,Couples,1,0,0,48,1,3,36,147,0.0,7
2,84196.0,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,49,1,2,1237,143,0.0,20
2,70971.0,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,3,11,1,Couples,1,0,0,64,1,3,1825,151,0.0,34
4,34487.0,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,47,2,3,103,152,0.0,9
2,28769.0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,47,1,2,191,149,0.0,12
4,69084.0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,3,11,0,Couples,1,0,0,54,1,3,1586,137,0.0,25
4,65488.0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,3,11,0,Couples,1,0,0,66,0,2,963,130,0.0,14
0,62466.0,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,Couples,1,0,0,54,1,3,889,135,0.0,26
0,32218.0,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,3,11,1,Single_Household,0,1,0,64,0,1,93,134,0.2,7
2,83917.0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,3,11,1,Single_Household,0,1,0,51,0,1,1587,144,0.0,21
2,46102.0,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,62,3,4,16,134,0.0,4
2,84574.0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,72,0,1,1375,143,0.0,32
2,56181.0,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,3,11,0,Couples,1,0,0,62,1,3,393,148,0.0,14
3,63120.0,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,3,11,1,Single_Household,0,1,0,74,1,2,1477,151,0.0,26
2,73691.0,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,3,11,0,Couples,1,0,0,53,1,3,1179,138,0.2,18
2,63381.0,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,3,11,0,Couples,1,0,0,64,1,3,1005,151,0.0,26
4,76140.0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,3,11,0,Couples,1,0,0,76,0,2,1348,131,0.0,21
4,62859.0,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,65,1,2,1307,148,0.0,23
2,45906.0,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,3,11,0,Single_Household,0,1,0,60,1,2,486,144,0.2,15
3,77632.0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,3,11,1,Couples,1,0,0,77,0,2,2252,146,0.4,13
4,46463.0,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,3,11,0,Couples,1,0,0,53,2,4,235,140,0.0,17
3,55282.0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,54,1,2,235,137,0.0,11
3,78710.0,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,3,11,0,Couples,1,0,0,47,1,3,1092,131,0.0,28
2,66886.0,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,3,11,0,Couples,1,0,0,66,1,3,599,139,0.0,17
2,29103.0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,3,11,0,Couples,1,0,0,39,1,3,48,152,0.0,6
2,67445.0,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,3,11,0,Couples,1,0,0,50,1,3,1174,153,0.0,32
4,50616.0,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,3,11,0,Couples,1,0,0,74,1,3,67,132,0.0,7
2,49431.0,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,69,1,2,365,153,0.0,15
2,61278.0,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,3,11,0,Couples,1,0,0,71,1,3,165,136,0.0,10
0,26490.0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,3,11,0,Couples,1,0,0,66,0,2,210,151,0.0,11
4,73059.0,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,3,11,0,Couples,1,0,0,77,1,3,1095,140,0.0,26
4,46734.0,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,3,11,0,Single_Household,0,1,0,58,3,4,223,138,0.2,12
2,56253.0,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,3,11,0,Couples,1,0,0,61,1,3,597,149,0.0,22
2,19986.0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,3,11,0,Couples,1,0,0,39,1,3,22,137,0.0,4
2,58330.0,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,49,1,2,1064,136,0.0,24
1,25965.0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,3,11,0,Couples,1,0,0,44,0,2,74,152,0.0,6
3,14661.0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,Couples,1,0,0,68,0,2,26,148,0.0,5
2,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0,Couples,1,0,0,65,0,2,60,148,0.0,5
4,45068.0,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,Couples,1,0,0,50,1,3,20,144,0.0,4
1,21063.0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,37,1,2,59,139,0.0,7
4,29187.0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,Couples,1,0,0,56,1,3,34,144,0.0,5
0,54690.0,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,3,11,0,Couples,1,0,0,53,2,4,198,138,0.0,12
4,59304.0,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,3,11,0,Couples,1,0,0,60,1,3,1048,141,0.0,28
3,59247.0,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,62,2,3,574,138,0.0,21
2,66731.0,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,54,1,2,1029,152,0.0,17
2,77353.0,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,3,11,0,Couples,1,0,0,44,1,3,670,136,0.0,20
4,52614.0,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,49,1,2,990,149,0.0,16
2,26751.0,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,Couples,1,0,0,50,2,4,11,131,0.0,4
4,81300.0,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,3,11,1,Couples,1,0,0,61,1,3,1241,150,0.2,21
2,70337.0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,45,0,1,576,136,0.0,17
0,36145.0,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,3,11,1,Couples,1,0,0,39,1,3,172,143,0.2,12
4,65295.0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,44,0,1,664,136,0.0,20
2,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,61,1,2,928,138,0.0,23
2,68743.0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,57,0,1,2074,152,0.0,30
0,41039.0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,3,11,0,Couples,1,0,0,42,0,2,467,141,0.0,15
2,38946.0,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,3,11,0,Couples,1,0,0,69,1,3,257,138,0.0,12
2,65777.0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,3,11,0,Couples,1,0,0,57,0,2,1146,136,0.0,17
4,66476.0,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,48,1,2,689,146,0.0,20
4,86857.0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,3,11,1,Single_Household,0,1,0,52,0,1,2114,152,0.0,22
4,77845.0,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,3,11,0,Couples,1,0,0,35,0,2,1346,131,0.4,21
4,69476.0,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,3,11,0,Couples,1,0,0,55,0,2,1044,139,0.0,15
4,50611.0,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,3,11,1,Single_Household,0,1,0,64,1,2,493,151,0.2,22
2,61209.0,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,54,0,1,957,140,0.0,13
3,42315.0,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,3,11,0,Couples,1,0,0,66,1,3,270,142,0.0,12
1,13084.0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,3,11,0,Couples,1,0,0,72,0,2,29,138,0.0,5
3,47570.0,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,3,11,1,Single_Household,0,1,0,75,2,3,121,143,0.0,9
3,61923.0,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,3,11,0,Couples,1,0,0,63,2,4,126,141,0.0,8
2,34824.0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,29,0,1,23,133,0.0,4
4,26518.0,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,3,11,1,Single_Household,0,1,0,75,2,3,57,145,0.0,8
2,45938.0,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,63,0,1,636,138,0.0,20
2,78468.0,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,3,11,0,Couples,1,0,0,64,0,2,1004,133,0.2,28
2,78901.0,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,51,1,2,734,139,0.0,20
2,71427.0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,3,11,0,Couples,1,0,0,46,2,4,614,134,0.0,20
2,71022.0,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,3,11,0,Single_Household,0,1,0,46,1,2,1453,135,0.2,21
3,90247.0,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,3,11,1,Single_Household,0,1,0,36,0,1,1621,132,0.6,15
3,41335.0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,56,1,2,187,136,0.0,12
2,71952.0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,3,11,0,Couples,1,0,0,38,1,3,1443,148,0.4,22
4,35682.0,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,54,1,2,57,130,0.0,6
2,43185.0,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,73,1,2,637,145,0.0,20
4,66375.0,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,3,11,0,Couples,1,0,0,76,1,3,948,137,0.2,14
3,35178.0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1,Couples,1,0,0,53,1,3,59,148,0.2,5
2,25252.0,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,3,11,0,Couples,1,0,0,38,1,3,18,142,0.0,4
3,55250.0,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,59,1,2,903,150,0.0,26
2,33249.0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,49,1,2,112,146,0.0,8
2,58398.0,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,3,11,0,Couples,1,0,0,71,0,2,596,144,0.0,20
2,50272.0,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,3,11,0,Couples,1,0,0,42,1,3,233,141,0.0,13
4,76618.0,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,3,11,0,Couples,1,0,0,49,0,2,1511,149,0.0,11
0,87305.0,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,3,11,1,Single_Household,0,1,0,64,0,1,1152,151,0.2,17
2,25851.0,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,3,11,0,Couples,1,0,0,46,1,3,48,147,0.0,7
2,58710.0,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,54,1,2,1185,145,0.0,31
2,45160.0,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,66,2,3,21,133,0.0,4
3,74806.0,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,3,11,0,Couples,1,0,0,59,1,3,965,148,0.0,16
2,59111.0,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,3,11,0,Couples,1,0,0,70,0,2,869,144,0.0,21
4,18988.0,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,Couples,1,0,0,40,1,3,16,131,0.0,6
2,72190.0,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,3,11,0,Couples,1,0,0,59,0,2,1947,147,0.0,16
2,7500.0,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,3,11,1,Couples,1,0,0,48,1,3,71,153,0.2,12
2,44794.0,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,3,11,0,Couples,1,0,0,58,1,3,65,131,0.0,6
2,80395.0,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,3,11,0,Couples,1,0,0,69,0,2,1380,137,0.2,24
3,75012.0,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,48,0,1,1027,135,0.0,23
3,56962.0,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,3,11,0,Couples,1,0,0,59,3,5,411,139,0.0,21
2,89891.0,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,3,11,0,Couples,1,0,0,33,0,2,836,145,0.2,26
