Total_Spending,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Total_Purchase_Num,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Discount_Dependency,Income,Age,Education,Marital_Merged_Couples,Marital_Merged_Single_Household,Kidhome,Teenhome,Total_Household_Size,Total_Children,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,Campaign_Response_Rate,Complain,Loyalty_Months,Recency,NumWebVisitsMonth,ID
382,130,30,168,20,34,0,14,3,4,7,0.07142857142857142,59973.0,52,4,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,140,47,1,3075
69,6,4,16,3,10,30,6,3,1,2,0.5,17459.0,49,3,1,0,1,0,3,1,0,0,0,0,0,1,0.16666666666666666,0,140,12,7,4992
67,16,12,18,7,1,13,5,2,0,3,0.2,23910.0,55,2,0,1,1,0,2,1,0,0,0,0,0,0,0.0,0,150,80,7,5252
30,19,0,9,0,0,2,4,1,0,3,0.5,42169.0,55,3,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,139,20,8,7444
63,4,7,15,13,9,15,6,2,1,3,0.5,26224.0,46,1,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,143,39,6,6919
79,31,3,31,2,8,4,7,3,0,4,0.42857142857142855,31089.0,43,2,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,153,57,8,3537
42,36,0,2,0,0,4,4,1,0,3,0.25,30081.0,63,2,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,147,27,7,10277
819,526,28,135,10,21,99,20,5,3,12,0.15,62807.0,64,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,152,83,5,2453
1151,400,32,519,71,75,54,16,3,4,9,0.0625,72906.0,69,2,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,140,79,1,7972
594,410,16,114,0,5,49,17,5,2,10,0.17647058823529413,61467.0,76,4,1,0,0,2,4,2,0,0,0,0,0,0,0.0,0,149,69,5,895
129,80,3,26,4,2,14,7,3,1,3,0.5714285714285714,49618.0,58,3,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,147,77,7,1177
213,88,10,46,2,3,64,8,5,1,2,0.5,21888.0,38,3,0,1,1,0,2,1,0,0,0,0,0,1,0.16666666666666666,0,148,15,10,7141
67,55,0,6,2,0,4,5,1,1,3,0.4,42429.0,51,2,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,135,99,5,7232
28,5,1,13,3,5,1,4,1,0,3,0.25,26150.0,68,2,0,1,2,1,4,3,0,0,0,0,0,0,0.0,0,146,61,7,8477
45,8,4,5,15,2,11,4,1,0,3,0.5,30801.0,49,0,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,150,23,7,2457
1193,410,0,592,147,22,22,17,6,4,7,0.058823529411764705,81168.0,59,2,1,0,0,0,2,0,1,0,0,0,0,0,0.16666666666666666,0,132,84,3,988
268,101,13,76,20,18,40,10,3,1,6,0.2,26877.0,55,3,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,141,74,6,7930
266,162,25,53,16,0,10,11,3,1,7,0.09090909090909091,45006.0,80,3,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,142,90,3,4587
37,2,8,1,4,7,15,4,1,0,3,0.25,18978.0,51,0,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,149,41,8,6682
37,25,0,8,2,0,2,5,2,0,3,0.4,22574.0,57,2,1,0,2,1,5,3,0,0,0,0,0,0,0.0,0,138,28,7,6222
882,389,91,248,64,49,41,22,6,3,13,0.13636363636363635,48240.0,55,4,0,1,0,0,1,0,0,0,0,0,0,1,0.16666666666666666,0,150,73,5,10299
373,215,13,87,17,17,24,13,6,2,5,0.38461538461538464,45837.0,50,2,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,141,88,7,3083
35,27,0,5,0,0,3,4,1,0,3,0.5,35791.0,59,3,0,1,2,1,4,3,0,0,0,0,0,0,0.0,0,144,94,8,8953
42,5,6,10,6,5,10,4,1,0,3,0.25,54162.0,46,2,0,1,1,1,3,2,0,0,0,0,0,0,0.0,0,146,31,4,8650
326,179,8,83,19,11,26,12,1,2,9,0.4166666666666667,30522.0,64,3,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,153,6,2,10862
404,352,0,27,10,0,15,14,6,1,7,0.21428571428571427,54456.0,63,4,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,142,23,6,2782
95,17,8,12,11,15,32,5,2,1,2,0.2,31632.0,53,2,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,142,92,7,6941
939,625,35,169,58,17,35,13,4,3,6,0.07692307692307693,72298.0,75,2,0,1,0,0,1,0,0,0,0,1,1,0,0.3333333333333333,0,134,52,1,10972
33,10,6,11,0,4,2,4,1,0,3,0.25,36975.0,46,1,0,1,1,0,2,1,0,0,0,0,0,0,0.0,0,136,50,7,10708
981,390,22,323,104,35,107,20,6,8,6,0.05,72635.0,69,1,1,0,0,0,2,0,1,0,0,0,0,0,0.16666666666666666,0,143,54,3,6583
36,10,2,15,2,1,6,5,2,0,3,0.4,13624.0,48,2,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,148,93,6,3641
1237,215,63,507,231,31,190,19,8,4,7,0.05263157894736842,84196.0,49,2,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,143,56,3,10156
1825,1001,17,572,93,125,17,27,11,11,5,0.25925925925925924,70971.0,64,2,1,0,0,1,3,1,0,0,0,0,0,1,0.16666666666666666,0,152,28,7,4299
103,19,18,33,24,1,8,6,3,0,3,0.5,34487.0,47,4,0,1,1,1,3,2,0,0,0,0,0,0,0.0,0,152,94,9,3469
191,41,5,129,10,3,3,9,4,1,4,0.3333333333333333,28769.0,47,2,0,1,1,0,2,1,0,0,0,0,0,0,0.0,0,149,76,9,5063
1586,1181,107,199,39,30,30,23,7,3,13,0.08695652173913043,69084.0,54,4,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,137,43,8,10727
963,603,45,207,36,18,54,13,3,4,6,0.07692307692307693,65488.0,66,4,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,131,46,1,9624
889,129,129,259,168,121,83,21,6,3,12,0.23809523809523808,62466.0,54,1,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,136,13,4,5156
93,10,24,15,13,1,30,6,2,1,3,0.16666666666666666,32218.0,64,1,0,1,0,0,1,0,0,0,1,0,0,1,0.3333333333333333,0,135,27,7,4376
1587,514,22,732,42,198,79,20,6,7,7,0.05,83917.0,51,2,0,1,0,0,1,0,0,0,0,0,0,1,0.16666666666666666,0,145,12,3,8923
16,14,0,1,0,0,1,3,1,0,2,0.3333333333333333,46102.0,62,2,0,1,2,1,4,3,0,0,0,0,0,0,0.0,0,134,3,7,8461
1375,387,20,713,38,54,163,31,9,11,11,0.03225806451612903,84574.0,72,2,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,143,72,5,6945
393,121,103,69,8,44,48,13,4,2,7,0.07692307692307693,56181.0,62,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,148,6,4,944
1477,965,69,279,54,41,69,21,8,4,9,0.23809523809523808,63120.0,74,3,0,1,0,1,2,1,0,0,0,0,0,1,0.16666666666666666,0,151,53,7,1907
1179,707,21,250,85,43,73,16,6,2,8,0.125,73691.0,53,2,1,0,0,1,3,1,0,0,1,0,0,0,0.16666666666666666,0,138,58,2,701
1005,571,50,142,33,50,159,22,4,5,13,0.18181818181818182,63381.0,64,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,151,78,2,3856
1348,586,66,653,17,0,26,20,5,9,6,0.05,76140.0,76,4,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,132,57,2,4149
1307,1063,89,102,16,12,25,19,9,4,6,0.21052631578947367,62859.0,65,4,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,148,37,6,2131
486,305,3,27,4,3,144,13,5,4,4,0.15384615384615385,45906.0,60,2,0,1,0,1,2,1,0,0,1,0,0,0,0.16666666666666666,0,144,20,5,2942
2252,1200,105,758,0,42,147,12,4,2,6,0.08333333333333333,77632.0,77,3,1,0,0,0,2,0,0,0,0,1,1,1,0.5,0,146,73,2,1173
235,163,2,40,8,11,11,10,3,1,6,0.7,46463.0,53,4,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,141,56,6,4381
1724,1009,181,104,202,21,207,30,9,8,13,0.0,105471.0,54,2,1,0,0,0,2,0,1,0,0,0,1,1,0.5,0,148,36,3,4611
235,125,6,73,8,4,19,10,3,1,6,0.1,55282.0,54,3,0,1,1,0,2,1,0,0,0,0,0,0,0.0,0,137,9,4,3376
1092,721,0,152,119,50,50,25,7,6,12,0.12,78710.0,47,3,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,131,42,4,4679
599,315,4,62,41,31,146,15,7,1,7,0.13333333333333333,66886.0,66,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,140,28,5,10928
2008,1000,19,711,125,115,38,19,4,6,9,0.0,98777.0,64,3,0,1,0,0,1,0,0,0,0,1,0,0,0.16666666666666666,0,134,23,1,4248
48,16,0,17,6,3,6,4,1,0,3,0.5,29103.0,39,2,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,152,38,9,6728
1174,757,80,217,29,80,11,27,9,6,12,0.18518518518518517,67445.0,50,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,153,63,6,6661
67,30,2,25,0,1,9,6,1,1,4,0.16666666666666666,50616.0,74,4,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,133,71,2,4725
365,219,3,100,26,0,17,13,7,1,5,0.15384615384615385,49431.0,69,2,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,153,9,8,3277
6,1,1,1,1,1,1,0,0,0,0,0.0,153924.0,49,2,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,135,81,0,5555
165,111,3,28,2,6,15,8,3,1,4,0.25,61278.0,71,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,136,87,6,2564
210,45,47,52,21,20,25,9,3,1,5,0.2222222222222222,26490.0,66,1,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,152,92,6,946
1095,410,112,420,0,82,71,25,9,3,13,0.04,73059.0,77,4,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,140,36,4,3867
223,100,1,39,6,1,76,8,3,2,3,0.5,46734.0,58,4,0,1,1,2,4,3,0,0,1,0,0,0,0.16666666666666666,0,138,86,6,6940
597,509,0,65,7,11,5,18,7,2,9,0.2222222222222222,56253.0,61,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,149,83,6,55
22,3,6,5,0,2,6,3,0,0,3,0.3333333333333333,19986.0,39,2,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,138,74,7,7093
1064,445,53,213,104,98,151,23,6,4,13,0.043478260869565216,58330.0,49,2,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,136,87,4,5084
74,2,2,11,41,7,11,5,2,0,3,0.2,25965.0,44,0,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,152,29,8,1777
26,4,1,11,6,2,2,4,1,0,3,0.25,14661.0,68,3,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,148,88,6,8162
60,6,1,7,23,4,19,4,1,1,2,0.25,18690.0,65,2,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,148,77,8,10826
20,14,0,3,0,0,3,3,1,0,2,0.3333333333333333,45068.0,50,4,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,144,25,7,8754
59,1,10,11,19,3,15,5,2,0,3,0.4,21063.0,37,0,0,1,1,0,2,1,0,0,0,0,0,0,0.0,0,139,34,6,1987
34,26,0,6,0,0,2,4,1,0,3,0.25,29187.0,56,4,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,144,43,8,11007
198,111,16,37,7,9,18,9,3,1,5,0.3333333333333333,54690.0,53,1,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,138,76,3,7426
1048,418,61,428,80,51,10,25,7,8,10,0.12,59304.0,60,4,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,141,81,5,9153
574,327,9,122,19,14,83,16,5,2,9,0.3125,59247.0,62,3,0,1,0,2,3,2,0,0,0,0,0,0,0.0,0,138,87,6,10379
1029,371,159,194,58,106,141,13,4,3,6,0.3076923076923077,66731.0,54,2,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,152,33,3,9204
670,275,59,107,69,101,59,18,6,4,8,0.1111111111111111,77353.0,44,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,137,38,4,3197
990,789,0,142,12,9,38,14,2,4,8,0.14285714285714285,52614.0,49,4,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,149,63,8,2920
11,1,1,5,0,3,1,3,1,0,2,0.3333333333333333,26751.0,50,2,1,0,2,0,4,2,0,0,0,0,0,0,0.0,0,131,26,8,6961
1241,1004,12,145,32,12,36,18,10,3,5,0.16666666666666666,81300.0,61,4,1,0,0,1,3,1,1,0,0,0,0,1,0.3333333333333333,0,150,17,5,4673
576,187,81,149,25,43,91,16,2,2,12,0.0625,70337.0,45,2,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,136,75,1,9937
172,56,4,76,17,1,18,8,4,1,3,0.5,36145.0,39,1,1,0,1,0,3,1,0,0,1,0,0,1,0.3333333333333333,0,143,13,9,8779
664,365,32,117,34,110,6,19,3,3,13,0.05263157894736842,65295.0,44,4,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,136,19,2,9596
928,595,23,123,10,23,154,21,8,9,4,0.09523809523809523,68118.0,61,2,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,139,51,6,2891
2074,1132,134,384,175,134,115,29,11,5,13,0.034482758620689655,68743.0,57,2,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,152,81,7,4910
467,34,11,137,179,61,45,14,8,1,5,0.07142857142857142,41039.0,42,1,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,141,32,8,75
257,116,6,82,6,6,41,10,3,1,6,0.2,38946.0,69,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,138,84,5,10120
1146,565,32,435,28,32,54,16,2,8,6,0.0625,65777.0,57,2,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,136,87,1,6327
689,372,18,126,47,48,78,18,5,2,11,0.1111111111111111,66476.0,48,4,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,146,99,4,10142
2114,899,102,838,133,102,40,21,5,6,10,0.047619047619047616,86857.0,52,4,0,1,0,0,1,0,0,0,0,0,0,1,0.16666666666666666,0,152,96,2,9826
1346,760,40,480,0,40,26,20,3,5,12,0.05,77845.0,35,4,1,0,0,0,2,0,1,0,0,0,1,0,0.3333333333333333,0,132,40,1,10767
1044,260,86,559,63,9,67,14,4,6,4,0.07142857142857142,69476.0,55,4,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,139,3,2,7279
493,459,0,24,6,0,4,16,4,5,7,0.375,50611.0,64,4,0,1,0,1,2,1,0,0,0,1,0,1,0.3333333333333333,0,151,98,6,7230
957,466,0,224,119,49,99,12,5,3,4,0.08333333333333333,61209.0,54,2,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,140,73,2,143
270,67,15,80,17,11,80,9,1,4,4,0.3333333333333333,42315.0,66,3,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,142,90,3,450
29,2,0,7,3,7,10,4,1,0,3,0.25,13084.0,72,0,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,138,29,6,9316
121,67,1,20,0,2,31,6,2,2,2,0.5,47570.0,75,3,0,1,1,1,3,2,0,0,0,0,0,1,0.16666666666666666,0,143,3,7,6379
126,92,4,18,3,3,6,7,2,1,4,0.14285714285714285,61923.0,63,3,1,0,0,2,4,2,0,0,0,0,0,0,0.0,0,141,94,3,9239
23,4,2,11,2,0,4,3,1,0,2,0.3333333333333333,34824.0,29,2,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,133,65,6,8315
57,20,1,28,3,3,2,5,2,0,3,0.6,26518.0,75,4,0,1,1,1,3,2,0,0,0,0,0,1,0.16666666666666666,0,145,33,8,2868
636,273,11,178,62,83,29,18,8,4,6,0.1111111111111111,45938.0,63,2,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,138,46,6,10888
1004,434,22,388,104,22,34,27,10,7,10,0.037037037037037035,78468.0,64,2,1,0,0,0,2,0,1,0,0,0,0,0,0.16666666666666666,0,133,29,4,1277
734,321,11,309,33,26,34,17,9,3,5,0.17647058823529413,78901.0,51,2,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,140,99,4,9977
614,212,123,177,15,64,23,18,8,2,8,0.1111111111111111,71427.0,46,2,1,0,2,0,4,2,0,0,0,0,0,0,0.0,0,134,26,4,10196
1453,909,12,278,0,12,242,18,5,2,11,0.16666666666666666,71022.0,46,2,0,1,0,1,2,1,0,0,1,0,0,0,0.16666666666666666,0,135,30,8,6384
1621,1184,32,352,21,16,16,14,3,4,7,0.07142857142857142,90247.0,36,3,0,1,0,0,1,0,1,0,0,1,1,1,0.6666666666666666,0,132,27,1,8029
187,112,19,21,16,14,5,9,4,1,4,0.3333333333333333,41335.0,56,3,0,1,1,0,2,1,0,0,0,0,0,0,0.0,0,136,24,7,968
1443,656,80,455,52,107,93,20,8,4,8,0.1,71952.0,38,2,1,0,1,0,3,1,0,0,1,0,1,0,0.3333333333333333,0,148,93,4,6988
57,23,0,8,6,2,18,5,1,1,3,0.2,35682.0,54,4,0,1,1,0,2,1,0,0,0,0,0,0,0.0,0,130,34,2,4472
637,537,6,42,16,6,30,18,9,3,6,0.1111111111111111,43185.0,73,2,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,145,88,8,6991
948,712,0,45,0,0,191,11,2,4,5,0.2727272727272727,66375.0,76,4,1,0,0,1,3,1,0,0,1,0,0,0,0.16666666666666666,0,137,96,7,3336
59,23,1,13,2,2,18,4,1,1,2,0.25,35178.0,53,3,1,0,1,0,3,1,0,0,1,0,0,1,0.3333333333333333,0,148,10,7,4301
18,1,3,4,2,2,6,3,1,0,2,0.3333333333333333,25252.0,38,2,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,142,26,8,1940
903,664,58,83,32,0,66,22,7,5,10,0.18181818181818182,55250.0,59,3,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,151,49,5,1272
112,6,10,21,19,14,42,6,2,1,3,0.3333333333333333,33249.0,49,2,0,1,1,0,2,1,0,0,0,0,0,0,0.0,0,147,11,6,1388
596,299,5,201,21,21,49,17,5,4,8,0.17647058823529413,58398.0,71,2,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,144,44,4,1044
233,99,13,66,43,8,4,10,4,1,5,0.3,50272.0,42,2,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,141,75,7,6969
1511,749,40,294,121,160,147,10,3,2,5,0.1,76618.0,49,4,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,149,64,1,10479
1152,345,25,501,63,138,80,16,5,3,8,0.0625,87305.0,64,1,0,1,0,0,1,0,0,0,0,0,1,1,0.3333333333333333,0,152,19,2,3619
48,9,4,18,7,5,5,5,2,0,3,0.4,25851.0,46,2,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,147,45,7,1715
1185,440,81,368,0,122,174,25,11,5,9,0.24,58710.0,54,2,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,145,77,6,10159
21,8,2,5,3,0,3,3,1,0,2,0.3333333333333333,45160.0,66,2,0,1,1,1,3,2,0,0,0,0,0,0,0.0,0,133,9,7,1463
965,670,9,249,0,28,9,14,5,4,5,0.14285714285714285,74806.0,59,3,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,149,1,4,5114
869,524,0,134,28,28,155,20,11,1,8,0.05,59111.0,70,2,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,144,90,7,4990
16,6,0,6,2,1,1,4,1,0,3,0.5,18988.0,40,4,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,131,43,7,4329
1947,597,166,597,172,166,249,15,5,6,4,0.06666666666666667,72190.0,59,2,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,147,79,3,10936
71,7,0,12,13,7,32,7,4,1,2,0.7142857142857143,7500.0,48,2,1,0,1,0,3,1,0,0,1,0,0,1,0.3333333333333333,0,153,19,9,4692
65,54,0,7,0,0,4,5,2,0,3,0.2,44794.0,58,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,131,99,6,7212
1380,445,25,706,80,76,48,23,6,5,12,0.043478260869565216,80395.0,69,2,1,0,0,0,2,0,1,0,0,0,0,0,0.16666666666666666,0,137,62,2,6086
1027,294,142,218,164,58,151,22,3,8,11,0.045454545454545456,75012.0,48,3,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,135,41,1,437
411,292,3,77,10,3,26,14,6,3,5,0.5,56962.0,59,3,1,0,2,1,5,3,0,0,0,0,0,0,0.0,0,139,60,7,11171
836,412,22,132,59,28,183,25,11,6,8,0.04,89891.0,33,2,1,0,0,0,2,0,0,0,0,0,1,0,0.16666666666666666,0,145,17,4,11101
11,8,0,3,0,0,0,3,0,0,3,0.3333333333333333,35946.0,75,4,0,1,1,1,3,2,0,0,0,0,0,0,0.0,0,139,24,5,5329
480,349,4,78,6,0,43,15,7,2,6,0.5333333333333333,53593.0,71,4,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,153,60,8,610
606,328,9,124,12,24,109,16,4,2,10,0.4375,66373.0,46,2,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,143,57,3,9384
284,144,2,99,7,2,30,11,6,1,4,0.45454545454545453,45072.0,76,4,0,1,1,2,4,3,0,0,0,0,0,0,0.0,0,139,74,8,5956
1472,1126,28,211,37,28,42,11,4,3,4,0.2727272727272727,89694.0,51,2,0,1,1,1,3,2,1,0,0,1,1,0,0.5,0,139,22,5,10430
1677,967,0,617,43,50,0,25,4,8,13,0.04,72025.0,75,2,1,0,0,0,2,0,1,0,0,1,1,1,0.6666666666666666,0,132,46,2,7875
1335,432,79,341,177,136,170,17,8,5,4,0.11764705882352941,67432.0,51,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,145,69,4,7072
334,138,39,63,55,18,21,12,4,1,7,0.08333333333333333,70545.0,72,3,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,131,29,2,6255
18,0,0,1,7,4,6,3,1,0,2,0.3333333333333333,17487.0,35,0,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,146,37,7,6516
1338,509,133,497,78,24,97,18,7,5,6,0.1111111111111111,62882.0,55,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,153,26,4,5564
1099,948,10,86,13,21,21,26,6,9,11,0.15384615384615385,64108.0,71,4,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,146,8,5,5682
97,39,2,25,4,3,24,6,3,0,3,0.3333333333333333,34941.0,68,3,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,146,26,8,7458
63,28,1,21,3,0,10,6,2,1,3,0.5,48767.0,74,4,0,1,1,2,4,3,0,0,0,0,0,0,0.0,0,136,79,5,5237
109,13,11,24,13,8,40,7,3,0,4,0.2857142857142857,38702.0,46,1,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,141,71,6,7761
902,307,26,360,138,31,40,20,6,9,5,0.05,82224.0,60,2,1,0,0,0,2,0,1,0,0,0,0,0,0.16666666666666666,0,135,83,3,5278
1574,901,31,345,75,31,191,19,4,4,11,0.05263157894736842,83844.0,72,2,1,0,0,0,2,0,0,0,0,0,1,0,0.16666666666666666,0,144,57,1,3560
38,2,5,12,4,8,7,6,2,0,4,0.5,17003.0,49,1,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,137,37,5,7235
960,283,17,372,138,106,44,23,3,8,12,0.043478260869565216,71163.0,29,2,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,134,30,1,10548
28,4,3,7,0,3,11,3,1,0,2,0.3333333333333333,33697.0,54,2,0,1,1,0,2,1,0,0,1,0,0,0,0.16666666666666666,0,140,34,7,2281
1215,769,80,252,15,34,65,27,10,10,7,0.037037037037037035,63564.0,70,1,1,0,0,0,2,0,0,0,1,0,0,1,0.3333333333333333,0,135,0,6,4073
1497,518,42,742,55,56,84,21,6,10,5,0.047619047619047616,83443.0,52,4,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,136,89,2,6974
449,350,8,66,17,4,4,15,3,2,10,0.13333333333333333,51518.0,66,4,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,139,92,3,7938
1064,445,53,213,104,98,151,23,6,4,13,0.043478260869565216,58330.0,49,2,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,136,87,4,7094
1757,778,178,689,41,27,44,24,8,5,11,0.041666666666666664,80952.0,55,2,1,0,0,0,2,0,1,0,0,1,1,1,0.6666666666666666,0,146,20,8,3667
1440,709,93,374,104,80,80,20,8,6,6,0.05,75507.0,45,2,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,132,56,3,7723
1006,359,35,314,93,116,89,23,7,3,13,0.043478260869565216,63855.0,46,1,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,147,28,4,3870
1226,799,12,375,16,12,12,18,7,6,5,0.2777777777777778,62220.0,52,4,1,0,0,1,3,1,0,0,0,0,0,1,0.16666666666666666,0,153,55,6,4012
1171,895,10,101,13,0,152,15,3,4,8,0.3333333333333333,58512.0,60,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,140,25,8,5909
92,40,2,23,0,4,23,6,2,1,3,0.3333333333333333,40662.0,45,3,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,146,0,4,10470
99,76,0,7,0,0,16,7,3,2,2,0.14285714285714285,38829.0,65,4,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,133,86,5,6488
66,11,5,22,12,5,11,6,3,0,3,0.3333333333333333,35523.0,43,1,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,139,8,7,10270
564,245,16,223,21,43,16,17,8,1,8,0.11764705882352941,79146.0,57,2,0,1,1,1,3,2,0,0,0,0,0,0,0.0,0,132,33,6,6887
1427,647,107,391,175,67,40,20,6,4,10,0.05,78285.0,36,3,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,138,13,3,6406
86,39,1,9,2,1,34,5,2,1,2,0.2,31626.0,46,4,0,1,1,0,2,1,0,0,1,0,0,1,0.3333333333333333,0,144,12,7,7573
833,203,35,305,46,17,227,18,2,11,5,0.05555555555555555,75127.0,72,2,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,131,92,1,4508
242,138,3,38,4,0,59,9,3,2,4,0.3333333333333333,48726.0,69,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,144,90,6,221
1869,587,51,898,247,0,86,16,3,6,7,0.0625,74985.0,47,2,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,152,8,2,5331
1364,595,97,291,127,133,121,28,11,5,12,0.03571428571428571,67430.0,37,2,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,152,6,6,1911
183,43,12,23,29,15,61,7,2,1,4,0.14285714285714285,46891.0,59,1,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,140,91,4,20
450,301,7,74,10,0,58,14,6,1,7,0.2857142857142857,62058.0,68,3,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,143,52,6,8786
758,180,32,348,76,32,90,19,5,2,12,0.10526315789473684,72063.0,45,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,142,3,2,10582
